species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,6058.929981006663,6058.9301,6058.79,6059.07,0.9103475213050842,0.837,0.9869849,0.98713505,0.08965247869491577,0.163,-1.344,4.9913,5.0,7.0376,5.0,1.39,1.38,1.39,8.8,-3.77,-7.33,363317433.9642643,True
Fe 1,6062.23894073529,6062.2388,6062.1,6062.38,0.9171757102012634,0.849,0.98876965,0.9893911,0.08282428979873657,0.151,-1.394,4.988,2.0,7.0332,3.0,1.5,1.3,1.1,8.67,-4.18,-7.34,317869630.7900515,True
Fe 1,6064.568191389572,6064.5259,6064.39,6064.78,0.8851735591888428,0.827,0.98872197,0.98963493,0.11482644081115723,0.173,-4.14,2.1759,3.0,4.2204,4.0,1.67,1.34,0.86,8.16,-6.11,280.265,522582397.5870343,True
Fe 1,6064.986553193591,6064.9865,6064.79,6065.16,0.7873198986053467,0.6579999999999999,0.98975646,0.9882939,0.21268010139465332,0.342,-0.862,4.913,4.0,6.9572,5.0,1.49,1.39,1.18,8.68,-4.41,-7.35,2281765108.1308513,True
Ti 1,6066.305411831823,6066.3047,6066.18,6066.43,0.9499857425689697,0.863,0.9895864,0.98867196,0.05001425743103027,0.137,-1.802,1.046,0.0,3.0898,1.0,0.0,1.99,1.99,6.92,-6.1,-7.77,105358748.484489,True
Fe 1,6067.160784791249,6067.1608,6066.83,6067.49,0.46802282333374023,0.29800000000000004,0.9896491,0.9895501,0.5319771766662598,0.702,-1.53,2.6085,2.0,4.652,2.0,0.66,0.69,0.68,8.07,-6.29,354.234,15705263200.586382,True
Fe 1,6080.17348173434,6080.1735,6079.96,6080.4,0.6371481418609619,0.492,0.9887231,0.98981756,0.3628518581390381,0.508,-0.323,4.7955,2.0,6.8346,3.0,1.15,1.07,0.99,8.31,-5.06,-7.41,7111460671.742544,True
Fe 1,6080.697818420426,6080.6904,6080.5,6080.89,0.7615656852722168,0.655,0.9892793,0.988919,0.2384343147277832,0.345,-1.12,4.652,2.0,6.691,3.0,0.69,1.11,1.53,8.33,-4.77,920.276,2807122251.266724,True
V 1,6083.125919912063,6083.1259,6082.99,6083.26,0.911429226398468,0.8089999999999999,0.9878054,0.9871535,0.08857077360153198,0.191,-0.61,1.0509,1.5,3.0891,1.5,1.19,1.71,1.45,7.66,-6.07,328.24,372881640.8906727,True
Co 1,6084.10643912812,6084.1062,6083.98,6084.23,0.9348259270191193,0.875,0.9874372,0.9770682,0.06517407298088074,0.125,-0.52,3.5144,4.5,5.5523,4.5,1.33,1.33,1.33,7.9,-5.39,814.23,159385856.12646425,True
Fe 1,6084.393607237794,6084.3938,6084.24,6084.55,0.8153500556945801,0.636,0.97627497,0.98728776,0.18464994430541992,0.364,-3.573,2.2227,1.0,4.2605,1.0,2.5,1.5,2.0,6.74,-6.13,306.271,1699880244.758828,True
Fe 2,6085.7861123868815,6085.7861,6085.64,6085.93,0.8638396263122559,0.808,0.98708874,0.98612815,0.13616037368774414,0.192,-3.78,3.1995,4.5,5.2367,3.5,1.15,1.4,0.71,8.54,-6.53,173.223,933004709.1100061,True
Fe 1,6086.932507350515,6086.9422,6086.76,6087.1,0.7766993045806885,0.6659999999999999,0.9887279,0.98774725,0.22330069541931152,0.334,-3.095,2.7586,3.0,4.7955,2.0,0.76,1.15,0.36,8.2,-5.89,344.26,2596629497.49589,True
Ni 1,6087.968673784503,6087.9742,6087.8,6088.14,0.7847332954406738,0.7010000000000001,0.98759264,0.98876095,0.21526670455932617,0.299,-0.697,4.2661,1.0,6.3027,2.0,99.0,99.0,99.0,0.0,0.0,0.0,2396727143.669379,True
V 1,6091.894436468595,6091.8945,6091.73,6092.06,0.7972841262817383,0.616,0.98900044,0.9893239,0.20271587371826172,0.384,-0.07,1.0806,3.5,3.1158,2.5,1.39,1.59,1.14,7.66,-6.06,331.239,2157363602.857404,True
Ti 1,6092.857370720855,6092.8572,6092.73,6092.99,0.9312684237957001,0.832,0.9871458,0.9884829,0.06873157620429993,0.168,-0.452,2.2674,4.0,4.3023,5.0,1.02,1.02,1.02,7.97,-6.02,-7.74,213275335.60195652,True
Si 1,6093.6053067389,6093.6053,6093.39,6093.82,0.8986961245536804,0.842,0.98960114,0.98959816,0.10130387544631958,0.158,-1.463,5.8708,2.0,7.9055,3.0,1.0,0.95,0.9,7.89,-2.76,-6.87,371699115.2010686,True
Fe 1,6095.329155706415,6095.3291,6095.17,6095.48,0.8707099556922913,0.768,0.98981106,0.98698634,0.12929004430770874,0.232,-1.5,4.6076,3.0,6.6417,2.0,1.09,1.4,0.77,8.33,-4.57,866.274,809494966.031554,True
Fe 1,6096.059666756454,6096.0596,6095.94,6096.18,0.947783499956131,0.898,0.9872396,0.9874685,0.05221650004386902,0.102,-1.94,4.652,2.0,6.6859,1.0,0.69,0.73,0.67,8.33,-4.04,914.276,114200085.35657886,True
Fe 1,6098.351496923813,6098.3515,6098.19,6098.51,0.832666277885437,0.6990000000000001,0.9878177,0.98657733,0.167333722114563,0.301,-1.93,3.9841,2.0,6.0172,3.0,0.68,1.11,1.53,7.75,-5.29,963.25,1396236325.6326756,True
Fe 1,6099.931356486595,6099.9314,6099.8,6100.06,0.9291881918907166,0.865,0.9879536,0.986986,0.07081180810928345,0.135,-1.88,4.5585,3.0,6.5911,3.0,1.66,1.59,1.63,8.44,-4.69,797.269,227206786.23989886,True
Fe 1,6103.857841131139,6103.8558,6103.59,6104.09,0.5997402667999268,0.497,0.98939914,0.96672153,0.40025973320007324,0.503,-0.544,4.6076,3.0,6.6388,4.0,1.09,1.26,1.51,8.33,-4.45,-7.51,8338604663.262282,True
Ca 1,6104.412368651836,6104.4124,6104.1,6104.68,0.4488413333892822,0.345,0.96654296,0.955744,0.5511586666107178,0.655,-0.793,1.8793,0.0,3.9104,1.0,0.0,2.0,2.0,7.86,-5.32,876.233,14929507250.67814,True
Fe 1,6104.902994976137,6104.8742,6104.69,6105.17,0.6458003520965576,0.5700000000000001,0.9558818,0.98911023,0.3541996479034424,0.43,-0.63,4.8349,1.0,6.8658,1.0,0.49,1.46,0.98,8.3,-4.91,-7.42,5315118098.4196205,True
Fe 1,6106.817276963974,6106.8173,6106.69,6106.94,0.9487746059894562,0.899,0.9894642,0.9882395,0.05122539401054382,0.101,-2.05,4.5485,4.0,6.5788,5.0,1.25,1.37,1.62,8.33,-3.96,788.274,111796157.47797729,True
Si 1,6108.2982246084175,6108.2982,6108.13,6108.46,0.9243186712265015,0.886,0.9895599,0.98819715,0.07568132877349854,0.114,-1.897,5.6135,1.0,7.6433,1.0,0.5,0.5,0.5,7.9,-3.0,-7.12,223980331.74990088,True
Fe 1,6109.013811379864,6109.0139,6108.85,6109.18,0.7706394195556641,0.612,0.98637027,0.9876214,0.22936058044433594,0.388,-1.577,4.0758,4.0,6.1053,3.0,1.26,1.17,1.41,7.91,-6.03,-7.79,2811285447.4433727,True
Ni 1,6109.809443417462,6109.8159,6109.63,6109.99,0.6649782657623291,0.498,0.9865859,0.98750305,0.3350217342376709,0.502,-2.767,1.6764,2.0,3.7057,2.0,1.04,1.14,1.09,7.81,-6.12,-7.81,6362565955.545968,True
Ni 1,6112.767020332419,6112.7737,6112.59,6112.94,0.8271636962890625,0.757,0.9899874,0.98909694,0.1728363037109375,0.243,-1.037,4.0882,4.0,6.1165,4.0,1.22,1.22,1.22,8.2,-3.6,-7.51,1463010078.7640035,True
V 1,6113.342273506581,6113.3424,6113.21,6113.47,0.9297541975975037,0.846,0.9884138,0.9870012,0.07024580240249634,0.154,-0.74,1.0431,0.5,3.0712,0.5,0.0,2.54,1.27,7.65,-6.07,326.241,225962050.19224748,True
Si 1,6114.62011252616,6114.62,6114.46,6114.78,0.933510035276413,0.898,0.9892431,0.9888359,0.06648996472358704,0.102,-1.956,5.6157,2.0,7.6434,2.0,1.17,1.1,1.13,7.9,-2.98,-7.12,169645364.48728153,True
Fe 2,6115.0111841019425,6115.0115,6114.87,6115.14,0.9235571026802063,0.894,0.98890364,0.9869031,0.0764428973197937,0.106,-4.11,3.2213,3.5,5.2489,2.5,0.98,1.3,0.57,8.54,-6.53,173.228,267991593.9371433,True
Ni 1,6117.873535327123,6117.8738,6117.69,6118.06,0.7276365756988525,0.8260000000000001,0.98866653,0.98937386,0.27236342430114746,0.174,-1.08,4.2661,1.0,6.2927,2.0,0.51,1.19,1.53,8.44,-4.5,-7.5,3971497941.535332,True
V 1,6121.221842780683,6121.2214,6121.07,6121.36,0.8642830848693848,0.724,0.98781484,0.95662117,0.13571691513061523,0.276,-0.36,1.0636,2.5,3.0891,1.5,1.35,1.71,1.08,7.66,-6.07,328.24,757298172.2329102,True
Ni 1,6121.448664885706,6121.4507,6121.37,6121.58,0.9414208233356476,0.893,0.9568674,0.9886169,0.05857917666435242,0.107,-1.35,4.2661,1.0,6.2915,1.0,0.51,0.2,0.36,8.49,-5.27,790.249,87509251.84019682,True
Ca 1,6123.911703942783,6123.9117,6123.1,6124.72,0.37523865699768066,0.29000000000000004,0.9897458,0.9898278,0.6247613430023193,0.71,-0.316,1.8858,1.0,3.9104,1.0,1.5,2.0,1.75,7.86,-5.32,876.234,16409879037.38787,True
Si 1,6126.716297626115,6126.7163,6126.54,6126.9,0.8229045867919922,0.773,0.987605,0.9898344,0.1770954132080078,0.227,-1.465,5.6135,1.0,7.6372,2.0,0.5,0.92,1.13,7.91,-5.56,-7.13,1503626074.819891,True
Ti 1,6127.911584834599,6127.9117,6127.76,6128.07,0.8551021814346313,0.6639999999999999,0.987243,0.989978,0.14489781856536865,0.336,-1.206,1.0666,2.0,3.0898,1.0,1.49,1.99,1.24,6.92,-6.1,254.263,1061302760.3252507,True
Fe 1,6129.601983708119,6129.602,6129.43,6129.77,0.7441879510879517,0.5820000000000001,0.9882179,0.9865433,0.25581204891204834,0.418,-1.399,4.1426,3.0,6.1654,4.0,1.07,0.93,0.72,8.0,-6.02,-7.79,3571511638.733484,True
Ni 1,6130.674396981572,6130.6745,6130.54,6130.81,0.906047523021698,0.7969999999999999,0.98637724,0.98686045,0.093952476978302,0.203,-3.597,1.6764,2.0,3.6988,3.0,1.3,1.14,0.99,7.68,-6.17,-7.81,425517791.90847856,True
Ni 1,6131.836457960483,6131.8364,6131.7,6131.98,0.9118806719779968,0.839,0.9873561,0.9898505,0.08811932802200317,0.161,-1.127,4.2661,1.0,6.2881,1.0,99.0,99.0,99.0,0.0,0.0,0.0,370849623.2728593,True
Si 1,6133.270852284499,6133.2701,6133.1,6133.41,0.8454272747039795,0.802,0.9876329,0.9469741,0.1545727252960205,0.198,-1.557,5.6157,2.0,7.6372,2.0,1.17,0.92,1.05,7.9,-5.56,-7.13,934864297.8508089,True
Si 1,6133.548298701408,6133.5488,6133.42,6133.73,0.8628844022750854,0.8180000000000001,0.9462766,0.98906845,0.13711559772491455,0.182,-1.617,5.6157,2.0,7.6371,3.0,1.17,1.23,1.29,7.9,-3.57,-7.13,678222903.3027858,True
V 1,6137.063008497604,6137.0632,6136.93,6137.2,0.9333437085151672,0.854,0.98834914,0.98913074,0.06665629148483276,0.146,-0.76,1.0509,1.5,3.0712,0.5,1.19,2.54,0.85,7.65,-6.07,327.241,199602504.27324516,True
Fe 1,6138.313035465304,6138.313,6137.86,6138.52,0.4258871078491211,0.266,0.9899244,0.91952854,0.5741128921508789,0.734,-1.4,2.4534,4.0,4.4733,3.0,0.81,0.79,0.84,7.96,-6.08,335.242,17356527418.89651,True
Fe 1,6138.691123009067,6138.6921,6138.53,6138.94,0.6499800682067871,0.45099999999999996,0.92043585,0.9849978,0.3500199317932129,0.549,-2.95,2.1979,2.0,4.2176,1.0,1.82,1.49,1.98,8.3,-6.16,280.265,5979936305.552488,True
Fe 1,6139.387871433516,6139.3897,6138.95,6139.8,0.444197416305542,0.28500000000000003,0.985012,0.98985535,0.555802583694458,0.715,-1.403,2.5881,3.0,4.6076,3.0,1.07,1.09,1.08,8.08,-6.29,350.235,13931225219.788485,True
Ba 2,6143.418104691259,6143.4153,6143.03,6143.87,0.47974443435668945,0.6599999999999999,0.98996764,0.9894418,0.5202555656433105,0.34,-1.693,0.7036,2.5,2.7218,1.5,1.12,1.32,0.97,0.0,0.0,365.264,14535865361.940706,True
Si 1,6144.183136911322,6144.1833,6143.88,6144.41,0.778672456741333,0.725,0.9894624,0.9897024,0.221327543258667,0.275,-1.296,5.6192,3.0,7.6371,3.0,1.33,1.23,1.28,7.9,-3.57,-7.13,2220832263.44201,True
Si 1,6146.71668908461,6146.7167,6146.51,6146.93,0.7831419706344604,0.729,0.9883652,0.98968023,0.21685802936553955,0.271,-1.311,5.6157,2.0,7.6328,3.0,1.17,0.93,0.69,7.92,-3.63,-7.13,2189849973.3134437,True
Fe 1,6149.486904036888,6149.5354,6149.27,6149.7,0.6968514919281006,0.644,0.9880533,0.98790526,0.3031485080718994,0.356,-1.671,4.0758,4.0,6.092,3.0,1.26,1.21,1.34,7.55,-6.03,-7.8,4357330267.509182,True
Fe 2,6150.947784099426,6150.9478,6150.78,6151.12,0.7776659727096558,0.7,0.9875345,0.98931193,0.22233402729034424,0.3,-2.72,3.8892,0.5,5.9049,0.5,0.0,2.7,1.35,8.5,-6.53,186.269,2643201164.9822536,True
Fe 1,6153.319468634132,6153.3194,6153.14,6153.5,0.7333939075469971,0.529,0.9894119,0.98815024,0.26660609245300293,0.471,-3.299,2.1759,3.0,4.1909,2.0,1.67,1.5,1.84,8.29,-6.16,277.263,3877427242.130103,True
Si 1,6153.995004077807,6153.995,6153.76,6154.23,0.9010502398014069,0.84,0.98912835,0.98936796,0.09894976019859314,0.16,-1.358,5.9639,2.0,7.9786,3.0,1.17,1.11,1.05,7.95,-2.73,-6.66,333353699.3444251,True
Na 1,6155.928883054408,6155.9287,6155.75,6156.12,0.8392472267150879,0.735,0.9887345,0.98959845,0.1607527732849121,0.265,-1.547,2.1023,0.5,4.1164,0.5,99.0,99.0,99.0,7.85,-4.39,0.0,1208900590.1753902,True
Si 1,6156.837803816305,6156.8378,6156.4,6157.28,0.6191352605819702,0.5800000000000001,0.9896858,0.9898203,0.3808647394180298,0.42,-0.755,5.6192,3.0,7.633,4.0,1.33,1.17,0.92,7.9,-3.16,-7.13,6255890471.011435,True
Fe 1,6158.508287430312,6158.508,6158.37,6158.65,0.9281055331230164,0.868,0.98846734,0.9894611,0.07189446687698364,0.132,-1.495,4.9556,3.0,6.9688,4.0,1.5,1.43,1.32,8.67,-4.35,-7.34,234039940.15139347,True
Fe 1,6159.431667993515,6159.4317,6159.25,6159.61,0.6988933086395264,0.53,0.98800975,0.9866749,0.30110669136047363,0.47,-1.26,4.0758,4.0,6.0887,4.0,1.26,1.18,1.22,7.89,-6.03,-7.79,5064779616.849564,True
Fe 1,6161.077774412728,6161.0776,6160.95,6161.21,0.9451218545436859,0.896,0.9882089,0.9892435,0.05487814545631409,0.104,-1.97,4.6076,3.0,6.62,3.0,1.09,1.35,1.22,8.32,-4.69,840.273,128844537.81335069,True
Na 1,6162.452303315889,6162.4521,6162.24,6162.7,0.7534922361373901,0.64,0.98944396,0.9869656,0.24650776386260986,0.36,-1.246,2.1044,1.5,4.1164,0.5,99.0,99.0,99.0,7.85,-4.39,0.0,2931328672.0194006,True
Ca 1,6163.002488049453,6163.0021,6162.71,6163.24,0.6799502372741699,0.548,0.98703384,0.9693408,0.3200497627258301,0.452,-1.266,2.523,2.0,4.5347,2.0,1.16,1.5,1.33,7.274,-4.994,978.257,4997602153.623755,True
Ca 1,6163.878377032703,6163.8784,6163.25,6164.84,0.34947216510772705,0.271,0.96935946,0.98610485,0.650527834892273,0.729,-0.09,1.8989,2.0,3.9104,1.0,1.5,2.0,1.25,7.86,-5.32,876.234,15828747407.32112,True
Ni 1,6165.173185475745,6165.1368,6164.85,6165.33,0.7104314565658569,0.692,0.9861124,0.8327169,0.28956854343414307,0.308,-0.82,4.1054,3.0,6.1165,4.0,1.19,1.22,1.27,8.33,-3.6,-7.51,2381613159.1070576,True
Ca 1,6165.459325624904,6165.4608,6165.34,6165.69,0.686700701713562,0.552,0.8314713,0.9894756,0.313299298286438,0.448,-1.286,2.5213,1.0,4.5322,1.0,0.5,1.49,1.0,7.296,-4.998,976.257,3568416979.777768,True
Fe 1,6166.25206797868,6166.2523,6166.11,6166.39,0.9315176606178284,0.881,0.9891787,0.9886718,0.06848233938217163,0.119,-1.204,5.3139,2.0,7.3246,1.0,1.82,1.87,1.8,8.2,-4.56,-7.5,207756616.1645823,True
Fe 1,6167.065752685606,6167.0657,6166.89,6167.24,0.7624236345291138,0.605,0.98894036,0.9886531,0.23757636547088623,0.395,-1.474,4.1426,3.0,6.1531,4.0,1.07,0.91,0.69,8.0,-6.02,-7.78,3042927712.0833974,True
Ca 1,6168.145551257297,6168.1455,6167.92,6168.37,0.6531846523284912,0.52,0.9895703,0.9892725,0.3468153476715088,0.48,-1.142,2.5213,1.0,4.5313,0.0,0.5,0.0,0.5,7.269,-4.999,976.257,6405540542.301279,True
Ca 1,6170.749425428543,6170.7492,6170.45,6170.99,0.5731561183929443,0.45599999999999996,0.9894487,0.96560025,0.42684388160705566,0.544,-0.797,2.523,2.0,4.5322,1.0,1.16,1.49,1.0,7.296,-4.997,976.257,9413310166.331703,True
Ca 1,6171.270331024524,6171.2704,6171.0,6171.69,0.5102379322052002,0.40900000000000003,0.9655118,0.9899511,0.4897620677947998,0.591,-0.478,2.5257,3.0,4.5347,2.0,1.5,1.33,1.67,7.273,-4.994,978.257,12136708909.02189,True
Fe 1,6172.212990638884,6172.2131,6171.94,6172.46,0.6540746688842773,0.522,0.98981965,0.9896791,0.34592533111572266,0.478,-0.44,4.7955,2.0,6.8042,2.0,1.15,1.46,1.31,8.3,-4.99,1057.289,6229093811.747079,True
Fe 1,6175.042301411198,6175.0423,6174.85,6175.23,0.6492211818695068,0.44499999999999995,0.98890847,0.98725086,0.35077881813049316,0.555,-2.88,2.2227,1.0,4.2305,0.0,2.5,0.0,2.5,8.31,-6.16,281.266,7074747353.4084835,True
Ni 1,6177.076441299037,6177.0783,6176.89,6177.26,0.7464175224304199,0.647,0.98883003,0.98803604,0.2535824775695801,0.353,-0.697,4.0893,1.0,6.0964,1.0,1.0,1.0,1.0,8.44,-4.03,-7.51,3401084224.233175,True
Ni 1,6178.525625538899,6178.5333,6178.33,6178.72,0.6721055507659912,0.5680000000000001,0.9877648,0.98741937,0.3278944492340088,0.432,-0.427,4.0882,4.0,6.0949,5.0,1.22,1.2,1.16,8.21,-4.84,-7.51,5912596831.045006,True
Ni 1,6178.946797150469,6178.9474,6178.81,6179.08,0.9333208799362183,0.854,0.9885596,0.98915297,0.06667912006378174,0.146,-3.627,1.8261,0.0,3.8327,1.0,0.55,0.0,0.0,7.72,-6.12,-7.76,202897092.00279298,True
Fe 1,6181.911926784158,6181.912,6181.73,6182.09,0.6950180530548096,0.501,0.98793775,0.9863537,0.30498194694519043,0.499,-2.586,2.7275,4.0,4.7331,3.0,1.05,1.32,0.64,8.21,-5.91,335.259,5225130288.315771,True
Fe 1,6185.268766907468,6185.2688,6185.11,6185.42,0.8884778618812561,0.804,0.98953944,0.9872046,0.1115221381187439,0.196,-1.175,5.0331,4.0,7.0376,5.0,1.33,1.38,1.49,8.79,-3.77,-7.33,592360530.5709201,True
Fe 1,6187.404370468627,6187.4044,6187.26,6187.55,0.892501175403595,0.819,0.9877055,0.9880961,0.10749882459640503,0.181,-0.625,5.6491,3.0,7.6529,3.0,0.77,0.76,0.76,7.9,-4.91,-7.51,571093838.4690729,True
Ni 1,6188.430844933779,6188.4308,6188.28,6188.58,0.8854945302009583,0.794,0.9889654,0.9882889,0.11450546979904175,0.206,-1.127,4.1054,3.0,6.1089,3.0,1.19,1.32,1.26,8.33,-4.37,-7.51,649923111.5730463,True
Fe 1,6189.701055640583,6189.7011,6189.52,6189.88,0.770598292350769,0.618,0.98892033,0.98812294,0.22940170764923096,0.382,-1.72,3.9433,3.0,5.9464,4.0,1.09,1.29,1.59,7.75,-5.38,903.244,2758133925.0016723,True
Co 1,6190.708910282667,6190.7089,6190.59,6190.83,0.9537166357040405,0.899,0.9886554,0.9893258,0.04628336429595947,0.101,-2.45,1.7104,2.5,3.7132,2.5,1.6,1.36,1.48,7.56,-6.21,254.246,93470947.76121935,True
Ni 1,6192.892873226909,6192.9002,6192.68,6193.05,0.6231381893157959,0.472,0.9884589,0.9144059,0.3768618106842041,0.528,-2.637,1.6764,2.0,3.6785,3.0,1.21,1.14,1.08,7.44,-6.19,-7.81,7233952220.395703,True
Fe 1,6193.2703988249705,6193.2704,6193.06,6193.71,0.4284391403198242,0.268,0.9161215,0.9897075,0.5715608596801758,0.732,-1.417,2.4327,5.0,4.4346,4.0,1.04,1.1,0.91,7.99,-6.08,331.244,17304738083.675133,True
Si 1,6197.147627345237,6197.1476,6196.94,6197.35,0.9209339916706085,0.869,0.98984325,0.9892521,0.07906600832939148,0.131,-1.566,5.8708,2.0,7.8715,3.0,1.0,0.86,0.71,7.89,-2.67,-6.86,218772270.74235672,True
V 1,6200.906441050297,6200.9063,6200.77,6201.04,0.9261796474456787,0.831,0.9891067,0.9880845,0.07382035255432129,0.169,-1.46,0.2866,3.5,2.286,4.5,1.59,1.55,1.48,6.51,-6.16,249.254,259324667.54305798,True
Fe 1,6202.027760608552,6202.0277,6201.83,6202.22,0.637932538986206,0.44499999999999995,0.9888279,0.9869728,0.36206746101379395,0.555,-2.437,2.6085,2.0,4.6076,3.0,0.66,1.09,1.51,8.08,-6.29,350.235,7554283108.321026,True
Ni 1,6206.330330727772,6206.3208,6206.17,6206.61,0.8663361072540283,0.774,0.98704517,0.98888546,0.13366389274597168,0.226,-1.08,4.0882,4.0,6.0859,4.0,1.22,1.33,1.28,8.28,-5.46,719.247,665919061.3689027,True
V 1,6208.9895942795265,6208.9896,6208.85,6209.13,0.9090861082077026,0.796,0.9878601,0.98817724,0.09091389179229736,0.204,-1.37,0.267,1.5,2.2638,2.5,1.87,1.28,0.84,6.16,-6.15,-7.82,403625441.5746402,True
Fe 1,6209.929726316454,6209.9289,6209.77,6210.09,0.8914108276367188,0.813,0.9899512,0.97732925,0.10858917236328125,0.187,-1.14,5.0995,1.0,7.0961,2.0,-0.01,0.45,0.68,8.79,-4.29,-7.33,512745967.1803213,True
Si 1,6210.258685808235,6210.259,6210.1,6210.45,0.9142743349075317,0.872,0.9768505,0.9898828,0.08572566509246826,0.128,-1.468,5.984,3.0,7.9805,2.0,1.33,1.5,1.17,7.41,-3.15,-6.73,257997520.6558626,True
Fe 1,6215.1482092301085,6215.1482,6214.93,6215.37,0.5745251178741455,0.379,0.9891814,0.9898965,0.4254748821258545,0.621,-2.482,2.2227,1.0,4.2176,1.0,2.5,1.49,2.0,8.3,-6.16,280.265,10660945417.705269,True
Ti 2,6216.31886698468,6216.3188,6216.15,6216.48,0.8127255439758301,0.696,0.98966765,0.98634815,0.18727445602416992,0.304,-2.03,2.0477,0.5,4.0422,1.5,0.66,1.2,1.34,8.41,-6.46,-7.84,1848642353.8696349,True
Fe 1,6216.873120930861,6216.8626,6216.68,6217.01,0.7074292898178101,0.5780000000000001,0.9896825,0.88283503,0.29257071018218994,0.422,-1.32,4.1864,2.0,6.1807,3.0,0.68,0.76,0.85,8.03,-6.03,-7.78,3558285362.5769334,True
Fe 1,6217.146505727805,6217.1478,6217.02,6217.34,0.7656571865081787,0.641,0.8846864,0.98924655,0.2343428134918213,0.359,-0.698,4.9913,5.0,6.9855,6.0,1.39,1.34,1.2,8.79,-4.13,-7.32,2034423493.034357,True
Fe 1,6218.079002209449,6218.0752,6217.91,6218.24,0.8240678310394287,0.788,0.98991543,0.9870403,0.1759321689605713,0.212,-1.424,4.7331,3.0,6.7271,2.0,1.32,0.76,1.89,8.41,-4.39,-7.52,1612106966.6187418,True
Fe 1,6221.000750628161,6221.0008,6220.78,6221.22,0.5618720054626465,0.367,0.9884528,0.98797673,0.4381279945373535,0.633,-2.433,2.1979,2.0,4.1909,2.0,1.82,1.5,1.66,8.29,-6.16,278.264,11326928737.335085,True
Ti 1,6222.195962796804,6222.1957,6222.07,6222.34,0.943838894367218,0.863,0.9875048,0.9866418,0.05616110563278198,0.137,-0.146,2.6766,4.0,4.6692,3.0,1.05,1.11,0.96,7.85,-5.88,903.234,128305926.25111699,True
Fe 1,6222.500217215957,6222.5004,6222.35,6222.64,0.9203358888626099,0.841,0.986306,0.98841673,0.07966411113739014,0.159,-2.46,3.8816,4.0,5.8741,4.0,1.25,1.33,1.29,7.8,-5.27,845.244,285564215.35962486,True
Fe 1,6223.062599266154,6223.0906,6222.9,6223.22,0.9112873375415802,0.882,0.9871417,0.98865765,0.0887126624584198,0.118,-2.575,3.9286,2.0,5.9209,3.0,1.17,1.24,1.3,7.83,-5.37,-7.55,343350030.9310217,True
Ni 1,6225.708580357221,6225.714,6225.55,6225.87,0.8436489105224609,0.78,0.9871352,0.9688126,0.15635108947753906,0.22,-1.077,4.1054,3.0,6.0969,4.0,1.19,1.05,0.84,8.35,-4.87,-7.51,1140647003.386384,True
V 1,6225.957687280767,6225.96,6225.88,6226.08,0.956787645816803,0.899,0.96848935,0.9895383,0.04321235418319702,0.101,-1.758,0.2619,0.5,2.2533,1.5,3.34,1.14,0.59,6.06,-6.15,-7.82,48161812.03991963,True
Fe 1,6228.456584066745,6228.4565,6228.3,6228.61,0.8780567646026611,0.768,0.98904496,0.9879878,0.12194323539733887,0.232,-2.22,3.8835,3.0,5.8741,4.0,1.32,1.33,1.35,7.83,-5.27,845.244,737305587.1626374,True
Fe 1,6230.948956453762,6230.9489,6230.78,6231.12,0.7777070999145508,0.601,0.98710006,0.9875022,0.22229290008544922,0.399,-2.805,2.845,1.0,4.8349,1.0,1.49,0.49,0.99,8.2,-5.88,350.25,2658772259.8653502,True
Ni 1,6231.821788898736,6231.8207,6231.68,6232.0,0.9299396574497223,0.877,0.9877075,0.98656154,0.07006034255027771,0.123,-1.427,4.1054,3.0,6.0949,2.0,1.19,1.43,0.96,8.34,-5.14,-7.51,197038122.03913018,True
Fe 1,6232.449502375172,6232.4455,6232.01,6232.92,0.41462016105651855,0.273,0.9866789,0.9899536,0.5853798389434814,0.727,-1.281,2.5592,4.0,4.5485,4.0,1.24,1.25,1.24,8.07,-6.09,344.238,18232215837.373096,True
Fe 1,6234.36412452405,6234.3642,6234.14,6234.59,0.6041510105133057,0.43999999999999995,0.98893994,0.9894628,0.39584898948669434,0.56,-1.223,3.6537,2.0,5.6424,1.0,1.84,1.52,1.99,8.08,-5.38,-7.54,8934264205.052517,True
Fe 1,6235.360168508878,6235.3605,6235.2,6235.52,0.8782991766929626,0.789,0.9883402,0.98862195,0.12170082330703735,0.211,-1.07,5.0856,2.0,7.074,3.0,1.0,1.02,1.04,8.79,-4.17,-7.32,717866566.9902433,True
Si 1,6239.044556695621,6239.0446,6238.56,6239.53,0.6864960193634033,0.637,0.9899344,0.9899674,0.3135039806365967,0.363,-0.975,5.6135,1.0,7.6008,2.0,0.5,0.81,0.97,7.91,-2.72,-7.13,3849015920.0094395,True
Fe 2,6240.096918941334,6240.1118,6239.84,6240.29,0.7546497583389282,0.714,0.9894669,0.9890599,0.24535024166107178,0.286,-2.754,3.8887,1.5,5.8756,1.5,1.2,1.72,1.46,8.5,-6.53,186.271,2732125242.345696,True
Fe 1,6242.036060484411,6242.0359,6241.88,6242.19,0.8666417598724365,0.755,0.98915195,0.97915506,0.13335824012756348,0.245,-1.917,4.1426,3.0,6.1289,2.0,1.07,0.68,1.46,7.92,-6.02,-7.79,865810995.4187732,True
