species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Cr 1,4576.389122891999,4576.3892,4576.29,4576.49,0.9301313161849976,0.845,0.9882368,0.9899515,0.06986868381500244,0.155,-0.97,3.3694,1.0,6.0786,2.0,1.47,1.16,1.0,7.18,-6.07,272.245,168142505.3468075,True
Fe 1,4577.061880720228,4577.0619,4576.96,4577.17,0.8884784579277039,0.749,0.9851678,0.98832667,0.11152154207229614,0.251,-2.917,3.3014,4.0,6.0102,3.0,0.81,0.58,1.15,7.01,-6.16,-7.82,455722800.69668156,True
Fe 2,4577.615489570052,4577.6154,4577.46,4577.74,0.5184905529022217,0.32499999999999996,0.9876995,0.91403383,0.4815094470977783,0.675,-2.92,2.8441,2.5,5.5526,2.5,1.02,1.35,1.18,8.56,-6.53,186.298,9965762130.643421,True
Fe 1,4577.798511319517,4577.8019,4577.75,4577.91,0.8964566588401794,0.777,0.9152616,0.98829526,0.10354334115982056,0.223,-2.653,3.6398,2.0,6.3482,2.0,1.16,0.8,0.98,7.54,-6.14,-7.81,206463523.14580786,True
V 1,4578.45690399019,4578.4568,4578.33,4578.58,0.7518348693847656,0.46799999999999997,0.9890763,0.98697066,0.24816513061523438,0.532,-1.08,0.0,1.5,2.708,2.5,0.4,0.55,0.66,6.78,-6.15,255.243,2507805146.5162606,True
Sm 2,4578.972720397565,4578.9729,4578.89,4579.06,0.9528972506523132,0.88,0.9872111,0.98900187,0.04710274934768677,0.12,-0.65,0.2484,1.5,2.9561,2.5,1.09,1.12,1.15,0.0,0.0,0.0,71850087.38982424,True
Ca 1,4579.834155761847,4579.8341,4579.62,4580.12,0.4563019275665283,0.29200000000000004,0.98971933,0.9875092,0.5436980724334717,0.708,-0.697,2.5213,1.0,5.2284,2.0,0.5,0.67,0.76,7.726,-5.368,-7.192,12378674345.639542,True
Fe 1,4580.291273151056,4580.2916,4580.19,4580.39,0.9333890080451965,0.854,0.98759127,0.98790675,0.06661099195480347,0.146,-2.547,3.9841,2.0,6.691,3.0,0.68,1.11,1.54,7.99,-4.77,-7.51,143192527.2439533,True
Fe 1,4580.6059350262085,4580.6135,4580.47,4580.74,0.7095144987106323,0.544,0.98850626,0.9883277,0.2904855012893677,0.456,-2.953,2.8325,5.0,5.5392,4.0,1.5,1.5,1.49,7.98,-5.41,-7.54,3451640208.539745,True
Fe 1,4581.103139543084,4581.1035,4580.87,4581.2,0.8097628355026245,0.601,0.98981786,0.940189,0.1902371644973755,0.399,-2.83,3.0713,1.0,5.7778,1.0,1.47,1.89,1.68,7.65,-6.16,220.257,985077060.0324948,True
Fe 2,4581.3358783960675,4581.3366,4581.21,4581.52,0.47193384170532227,0.5329999999999999,0.93650144,0.9732184,0.5280661582946777,0.467,-3.904,2.5827,2.5,5.2889,3.5,1.58,1.7,1.85,8.49,-6.54,172.221,11854857012.852043,True
Ti 2,4581.704776848843,4581.7201,4581.53,4581.82,0.44789791107177734,0.518,0.97313553,0.7100873,0.5521020889282227,0.482,-2.69,1.2313,1.5,3.9373,1.5,1.72,0.92,1.32,8.16,-6.41,-7.85,8962538335.559855,True
Fe 1,4581.846445827256,4581.8603,4581.83,4582.01,0.7046210169792175,0.529,0.70914125,0.9897467,0.29537898302078247,0.471,-2.09,3.6537,2.0,6.3597,3.0,1.84,1.35,0.86,8.24,-5.29,746.252,1631899324.1392958,True
Fe 1,4582.481481341579,4582.4774,4582.34,4582.54,0.8112934827804565,0.661,0.9880596,0.85851353,0.18870651721954346,0.339,-1.427,4.607,2.0,7.3126,2.0,1.84,1.65,1.74,8.52,-4.41,-7.45,732995323.1908658,True
Ni 1,4582.72463421986,4582.7004,4582.55,4583.05,0.2894085645675659,0.895,0.85895663,0.98966855,0.7105914354324341,0.105,-2.154,3.5972,2.0,6.3027,2.0,0.36,0.75,0.56,7.98,-4.04,-7.5,16900765979.217607,True
Fe 2,4584.122661994283,4584.1138,4583.96,4584.34,0.5336887836456299,0.362,0.98875344,0.9524058,0.4663112163543701,0.638,-3.09,2.8441,2.5,5.5488,3.5,1.02,1.29,1.63,8.47,-6.53,179.251,7370766304.718196,True
Fe 1,4584.411118668662,4584.4123,4584.35,4584.53,0.9340082705020905,0.863,0.9532054,0.98846626,0.06599172949790955,0.137,-2.204,4.3714,4.0,7.0758,3.0,1.1,1.58,0.39,8.18,-4.27,-7.3,77283571.62492236,True
Ti 2,4584.693847078385,4584.6935,4584.54,4584.83,0.7568197250366211,0.5569999999999999,0.98889256,0.9720768,0.2431802749633789,0.443,-2.84,1.1649,1.5,3.8692,2.5,1.74,0.87,0.22,8.15,-6.59,-7.85,2185741792.222915,True
Fe 2,4585.101053920043,4585.1137,4584.84,4585.57,0.2876173257827759,0.17800000000000005,0.9722028,0.9878448,0.7123826742172241,0.822,-1.86,2.8067,4.5,5.5107,3.5,1.31,1.4,1.14,8.56,-6.53,185.307,17145469557.875368,True
Fe 1,4585.893459221353,4585.8814,4585.58,4585.96,0.4660443067550659,0.30700000000000005,0.98786944,0.53709847,0.5339556932449341,0.693,-0.345,4.5485,4.0,7.2521,5.0,1.25,1.21,1.12,8.36,-4.35,-7.33,6321017972.075616,True
Fe 1,4586.077995472616,4586.1035,4585.97,4586.26,0.48791515827178955,0.32099999999999995,0.53675735,0.97750914,0.5120848417282104,0.679,-1.466,3.6025,3.0,6.306,3.0,1.66,1.63,1.64,8.39,-5.28,-7.54,5548067364.474088,True
Cr 1,4586.358889905666,4586.3598,4586.27,4586.47,0.9420709609985352,0.88,0.9765274,0.9872826,0.057929039001464844,0.12,-1.03,3.4488,5.0,6.1522,4.0,1.2,1.11,1.38,7.75,-6.15,418.238,77512754.77240716,True
Fe 1,4586.623860803858,4586.6239,4586.48,4586.78,0.820946216583252,0.6579999999999999,0.98761785,0.989739,0.17905378341674805,0.342,-1.42,4.6076,3.0,7.3108,4.0,1.09,1.25,1.49,8.21,-4.17,-7.27,1149054836.2988524,True
Ca 1,4587.166129589612,4587.1505,4586.83,4587.37,0.33489990234375,0.25,0.98991215,0.90242195,0.66510009765625,0.75,-0.35,2.5257,3.0,5.2285,4.0,1.33,1.25,1.14,7.43,-4.54,-7.33,14919356323.665539,True
Fe 1,4587.513273182706,4587.5154,4587.38,4587.55,0.7718579769134521,0.613,0.90101206,0.7859791,0.22814202308654785,0.387,-1.557,4.3714,4.0,7.074,3.0,1.1,1.02,1.23,8.12,-4.17,-7.32,362851914.15823406,True
V 1,4587.647992738861,4587.6512,4587.56,4587.79,0.6593339443206787,0.361,0.786282,0.9888367,0.3406660556793213,0.639,-0.79,0.0401,3.5,2.7427,4.5,1.24,1.16,1.02,6.81,-6.15,257.243,3071540851.519743,True
Fe 1,4588.411716780479,4588.4127,4588.17,4588.55,0.6256072521209717,0.373,0.9886323,0.9875609,0.3743927478790283,0.627,-1.737,3.5732,5.0,6.2753,4.0,1.0,0.98,1.04,7.61,-6.17,255.243,5259642251.904923,True
Fe 1,4589.00608543767,4589.0059,4588.89,4589.13,0.8622618913650513,0.7090000000000001,0.9868442,0.98931444,0.13773810863494873,0.291,-2.15,3.9841,2.0,6.6859,1.0,0.68,0.73,0.66,7.99,-4.04,926.279,683573850.2516567,True
Cr 2,4589.4846657923235,4589.4847,4589.31,4589.66,0.499420166015625,0.33999999999999997,0.9891021,0.9895424,0.500579833984375,0.66,-0.627,4.0712,3.5,6.7727,2.5,1.24,1.38,1.06,8.37,-6.56,232.218,11394765813.127165,True
Co 1,4590.015323315574,4590.0152,4589.93,4590.1,0.9604989290237427,0.897,0.9885665,0.988711,0.039501070976257324,0.103,-3.82,0.4318,4.5,3.133,3.5,1.33,1.55,0.95,4.31,-6.28,-7.83,46953077.87962084,True
Ti 2,4591.232388483233,4591.2329,4591.06,4591.44,0.4343729019165039,0.23199999999999998,0.98861986,0.9882208,0.5656270980834961,0.768,-1.62,1.2369,1.5,3.9373,1.5,1.33,0.92,1.12,8.16,-6.54,-7.85,14339941044.186253,True
Fe 1,4592.076850305991,4592.0747,4591.91,4592.18,0.6396238803863525,0.42400000000000004,0.98967284,0.83241165,0.36037611961364746,0.576,-1.062,4.3865,5.0,7.0864,4.0,1.25,1.34,1.07,8.13,-4.65,-7.32,3910795153.618201,True
Ca 1,4592.222947371306,4592.2312,4592.19,4592.46,0.8238710463047028,0.702,0.8327833,0.98986053,0.17612895369529724,0.298,0.45,5.0261,3.0,7.7259,4.0,1.0,1.0,1.0,8.15,-2.99,-6.92,455071484.6816064,True
Cr 1,4592.68410507452,4592.6775,4592.49,4592.9,0.5049901008605957,0.256,0.9899704,0.9273058,0.4950098991394043,0.744,-1.74,0.9684,1.0,3.668,2.0,1.5,1.84,2.0,7.23,-6.19,241.247,8325261878.225898,True
Cr 1,4592.999147171353,4592.9998,4592.91,4593.13,0.8230568170547485,0.644,0.92844313,0.9887945,0.17694318294525146,0.356,-0.712,3.1128,3.0,5.8122,3.0,0.97,1.68,1.33,7.9,-5.85,-7.75,920576292.8583525,True
Cr 2,4593.333981648397,4593.3357,4593.18,4593.5,0.621405839920044,0.491,0.9881917,0.9897886,0.37859416007995605,0.509,-1.221,4.0735,2.5,6.7727,2.5,1.03,1.38,1.2,0.0,0.0,232.233,6096836285.913104,True
Fe 1,4593.923714000864,4593.9377,4593.56,4594.19,0.3267810344696045,0.14900000000000002,0.98926175,0.9892236,0.6732189655303955,0.851,-2.449,1.5574,3.0,4.2562,3.0,1.09,1.24,1.17,8.16,-6.12,292.26,16430288847.252851,True
Fe 1,4594.662388911901,4594.6598,4594.54,4594.73,0.841239333152771,0.694,0.987811,0.8848173,0.158760666847229,0.306,-1.5,4.607,2.0,7.3054,2.0,1.84,1.68,1.76,8.48,-4.86,-7.46,542495494.2999722,True
Fe 1,4594.809158840451,4594.8112,4594.74,4594.93,0.8260922431945801,0.651,0.88344735,0.9858599,0.17390775680541992,0.349,-2.06,3.9433,3.0,6.6417,2.0,1.09,1.4,0.77,7.99,-4.57,868.278,690430333.1015347,True
Cr 1,4595.173867201901,4595.1372,4595.01,4595.28,0.8446439206600189,0.876,0.9859601,0.9278755,0.15535607933998108,0.124,-1.134,3.3223,2.0,6.0205,2.0,1.83,1.5,1.67,8.13,-4.81,-7.4,545718983.5449924,True
V 1,4595.4028880416745,4595.403,4595.29,4595.54,0.6357824802398682,0.32999999999999996,0.92857105,0.9886873,0.36421751976013184,0.67,-0.66,0.0686,4.5,2.7666,5.5,1.33,1.24,1.03,6.83,-6.15,259.243,5398478755.845732,True
Co 1,4595.919330633306,4595.9192,4595.8,4596.04,0.8520421981811523,0.7050000000000001,0.9895652,0.98166865,0.14795780181884766,0.295,-0.042,3.6321,3.5,6.3298,3.5,1.43,1.4,1.41,8.14,-4.5,-7.51,794207554.4546764,True
Ni 1,4596.197303824769,4596.1752,4596.05,4596.36,0.6453511714935303,0.5760000000000001,0.9802704,0.9880384,0.3546488285064697,0.424,-0.659,4.2357,2.0,6.9333,2.0,1.19,0.69,0.94,8.31,-4.36,-7.49,4937436616.333976,True
Fe 1,4596.645240097534,4596.6457,4596.37,4596.77,0.5640792846679688,0.31499999999999995,0.98829746,0.9467501,0.43592071533203125,0.685,-1.758,3.3014,4.0,5.9987,5.0,0.81,1.02,1.43,7.85,-6.13,286.27,7193646688.6698,True
Cr 1,4596.885622041452,4596.8776,4596.78,4597.08,0.763084888458252,0.6699999999999999,0.94460964,0.9879288,0.23691511154174805,0.33,0.29,4.186,6.0,6.8832,6.0,99.0,99.0,99.0,0.0,0.0,317.251,1658207136.8863502,True
Fe 1,4597.340626530098,4597.3475,4597.09,4597.53,0.5048034191131592,0.30600000000000005,0.9878578,0.98638326,0.4951965808868408,0.694,-1.369,3.6025,3.0,6.2994,4.0,1.66,1.57,1.45,8.39,-5.07,774.289,8663189282.826107,True
Fe 1,4597.696667997162,4597.7031,4597.54,4597.83,0.7739270925521851,0.638,0.98650753,0.9877203,0.22607290744781494,0.362,-2.32,3.6537,2.0,6.3503,3.0,1.84,1.29,0.75,8.19,-4.95,809.281,1909440553.7592456,True
Co 1,4598.200280283311,4598.1893,4598.07,4598.44,0.8233909010887146,0.681,0.9883483,0.9722035,0.1766090989112854,0.319,0.012,3.6321,3.5,6.3284,2.5,1.43,1.59,1.22,8.16,-4.75,-7.51,822514071.2153064,True
Fe 1,4598.559233182843,4598.538,4598.45,4598.55,0.9218157678842545,0.845,0.9718096,0.9221455,0.07818423211574554,0.155,-2.119,4.3865,5.0,7.0826,4.0,1.25,1.53,0.69,8.17,-4.3,-7.29,63276469.30703105,True
Fe 1,4598.665790270984,4598.6693,4598.45,4598.78,0.878446102142334,0.759,0.9718096,0.9861328,0.12155389785766602,0.241,-1.702,4.5585,3.0,7.2546,2.0,1.66,1.45,1.87,8.49,-5.19,-7.35,376570448.8946673,True
Fe 1,4599.146051475417,4599.1598,4598.9,4599.27,0.6192398071289062,0.43500000000000005,0.98765874,0.91877365,0.38076019287109375,0.565,-1.045,4.4346,4.0,7.1304,3.0,1.1,1.2,0.95,8.1,-4.64,-7.32,4497287395.990767,True
Fe 1,4599.404824214482,4599.4049,4599.28,4599.52,0.49416565895080566,0.28200000000000003,0.91775465,0.88068944,0.5058343410491943,0.718,-1.57,3.283,1.0,5.9787,1.0,1.5,0.01,0.75,7.89,-5.17,941.227,10079605810.014114,True
Fe 1,4599.629124460345,4599.6121,4599.53,4599.82,0.6910921335220337,0.5,0.8807448,0.98815185,0.3089078664779663,0.5,-4.781,0.9582,3.0,3.6537,2.0,1.25,1.84,0.66,7.35,-6.12,-7.79,2596517764.586576,True
Fe 1,4600.028463057301,4600.0285,4599.92,4600.14,0.9040781855583191,0.787,0.9877535,0.98980874,0.09592181444168091,0.213,-2.66,3.6537,2.0,6.349,1.0,1.84,2.49,1.51,8.41,-4.98,808.281,324512419.8022518,True
Fe 1,4601.12885939618,4601.1288,4600.99,4601.26,0.6782922744750977,0.45499999999999996,0.9865918,0.9724139,0.32170772552490234,0.545,-1.231,4.3125,5.0,7.0071,4.0,1.22,1.38,0.89,8.1,-4.4,-7.33,4217523610.518992,True
Cr 1,4601.409110326818,4601.3846,4601.27,4601.52,0.7457960247993469,0.597,0.9719333,0.84569204,0.2542039752006531,0.403,-1.18,2.5441,6.0,5.2386,6.0,1.33,1.28,1.3,7.19,-6.16,228.261,1378742248.8621047,True
Ni 1,4601.645419352578,4601.6478,4601.53,4601.79,0.560957670211792,0.345,0.843952,0.965872,0.439042329788208,0.655,-0.61,3.5972,2.0,6.2915,1.0,0.36,0.2,0.45,8.11,-5.27,792.229,6591059363.459725,True
Cr 1,4602.037893940362,4602.038,4601.8,4602.15,0.4353504180908203,0.19699999999999995,0.9668841,0.8307757,0.5646495819091797,0.803,-1.25,1.0037,3.0,3.6978,3.0,1.5,1.67,1.59,7.26,-6.19,243.246,12682368416.890867,True
Fe 1,4602.250659418557,4602.2204,4602.16,4602.43,0.7105392217636108,0.5549999999999999,0.8306129,0.8567322,0.28946077823638916,0.445,-2.565,3.2367,6.0,5.9307,5.0,1.17,1.2,1.07,7.36,-6.15,235.25,998136286.2756497,True
Si 1,4602.544121210349,4602.5458,4602.44,4602.77,0.8225707113742828,0.733,0.8567816,0.9874643,0.17742928862571716,0.267,-2.091,5.0823,1.0,7.7762,0.0,1.0,0.0,1.0,8.61,-3.17,-6.93,341091660.0524551,True
Fe 1,4603.289902299742,4603.2899,4603.13,4603.45,0.5034201145172119,0.237,0.9894362,0.989151,0.4965798854827881,0.763,-3.154,1.6079,2.0,4.3013,1.0,0.67,-0.02,1.01,8.16,-6.11,296.26,11673389269.610779,True
Fe 1,4604.23010126247,4604.2301,4603.92,4604.48,0.31717610359191895,0.123,0.9897141,0.9829446,0.682823896408081,0.877,-2.209,1.4849,4.0,4.1777,5.0,1.25,1.42,1.74,8.16,-6.11,-7.79,22466686319.376247,True
Fe 1,4604.631579037165,4604.6321,4604.49,4604.75,0.8345152139663696,0.645,0.98300564,0.9862265,0.16548478603363037,0.355,-3.14,2.845,1.0,5.5376,2.0,1.49,1.38,1.32,8.0,-5.85,232.261,982153356.1021787,True
Fe 1,4605.238158547867,4605.2381,4605.12,4605.36,0.7919737100601196,0.569,0.98483914,0.9871509,0.20802628993988037,0.431,-2.84,2.9904,4.0,5.6826,4.0,1.05,1.16,1.1,7.8,-6.08,290.26,1709056139.4648879,True
Fe 1,4605.846352732245,4605.8462,4605.7,4606.02,0.6717722415924072,0.45199999999999996,0.98848915,0.9883905,0.3282277584075928,0.548,-1.057,4.4733,3.0,7.1652,2.0,0.79,0.79,0.79,8.08,-4.7,-7.32,4435968000.934078,True
Ni 1,4606.284674155296,4606.2776,4606.03,4606.52,0.43622374534606934,0.265,0.98856026,0.981658,0.5637762546539307,0.735,-0.24,3.48,4.0,6.1716,3.0,1.17,1.23,1.08,8.12,-5.46,747.236,11772904512.690386,True
Fe 1,4606.729112782617,4606.7405,4606.53,4606.76,0.8058683276176453,0.679,0.98199874,0.81428593,0.19413167238235474,0.321,-2.134,3.9286,2.0,6.62,3.0,1.17,1.35,1.54,7.98,-4.69,-7.51,459191834.0336763,True
Fe 1,4606.875412930589,4606.8774,4606.77,4607.03,0.6506874561309814,0.43100000000000005,0.81607383,0.9898016,0.34931254386901855,0.569,-1.149,4.3201,6.0,7.0114,5.0,1.33,1.31,1.39,8.15,-4.43,-7.32,3473883292.983902,True
Ni 1,4607.50772070337,4607.505,4607.34,4607.64,0.6693196296691895,0.708,0.98735255,0.9445249,0.33068037033081055,0.292,-1.581,3.5972,2.0,6.2881,1.0,99.0,99.0,99.0,0.0,0.0,0.0,3887128844.4140825,True
Ce 2,4607.686750064871,4607.6904,4607.65,4607.78,0.9348799586296082,0.884,0.9437607,0.9861912,0.06512004137039185,0.116,-0.06,0.9102,5.5,3.601,6.5,1.09,1.13,1.24,0.0,0.0,0.0,75645231.80116794,True
Sr 1,4608.621745770849,4608.6217,4608.48,4608.76,0.615541934967041,0.28900000000000003,0.98951393,0.97686136,0.384458065032959,0.711,0.283,0.0,0.0,2.6903,1.0,99.0,99.0,99.0,0.0,0.0,0.0,6557392830.52297,True
Fe 1,4608.933991706749,4608.937,4608.77,4609.11,0.46970200538635254,0.265,0.97648114,0.98973525,0.5302979946136475,0.735,-1.462,3.2657,2.0,5.9558,2.0,1.5,0.99,1.25,7.89,-5.31,-7.55,12859913786.521265,True
Ti 2,4610.555904562257,4610.5558,4610.45,4610.66,0.8948369026184082,0.785,0.98743206,0.98649263,0.1051630973815918,0.215,-3.32,1.1801,2.5,3.8692,2.5,1.6,0.87,1.24,8.15,-6.59,-7.85,405549790.45029235,True
Ni 1,4611.2021193016935,4611.2063,4611.08,4611.32,0.8618426322937012,0.781,0.98968023,0.9877729,0.13815736770629883,0.219,-1.278,4.0882,4.0,6.7769,5.0,1.22,1.2,1.16,8.01,-4.05,-7.27,699710777.1625513,True
Fe 1,4612.57635316247,4612.5704,4612.25,4612.89,0.26062095165252686,0.19899999999999995,0.9897804,0.989703,0.7393790483474731,0.801,-0.44,3.6537,2.0,6.3417,2.0,1.84,1.95,1.89,8.2,-5.2,-7.54,22058414641.58926,True
Ni 1,4613.130722470955,4613.127,4613.0,4613.35,0.9005947113037109,0.8029999999999999,0.9893678,0.9890574,0.09940528869628906,0.197,-1.335,4.0893,1.0,6.7769,1.0,1.0,0.96,0.98,8.33,-3.96,-7.27,251796068.6518353,True
Fe 1,4613.93170665728,4613.9318,4613.84,4614.02,0.9504388570785522,0.879,0.9886925,0.98701906,0.049561142921447754,0.121,-3.78,2.8316,2.0,5.5188,2.0,1.5,1.89,1.69,7.92,-5.95,277.252,77658005.87127534,True
Fe 1,4614.498213579761,4614.4947,4614.31,4614.57,0.5147252082824707,0.30100000000000005,0.989233,0.6383722,0.4852747917175293,0.699,-1.67,3.2918,0.0,5.9787,1.0,0.0,0.01,0.01,7.89,-5.17,941.227,6101567670.148774,True
Cr 1,4614.645466774292,4614.6493,4614.58,4614.81,0.4939002990722656,0.244,0.6331546,0.98974013,0.5060997009277344,0.756,-1.65,0.961,0.0,3.6477,1.0,0.0,2.51,2.51,7.21,-6.19,240.247,7243750193.87629,True
Zr 2,4615.238516118719,4615.2385,4615.15,4615.33,0.9402224123477936,0.872,0.98608565,0.9868366,0.05977758765220642,0.128,-1.54,0.9718,3.5,3.6582,2.5,0.89,0.84,0.94,0.0,0.0,0.0,117506599.29076464,True
Fe 1,4615.497747639026,4615.4977,4615.37,4615.62,0.8154697418212891,0.615,0.9899241,0.98938704,0.18453025817871094,0.385,-2.62,3.3009,2.0,5.9872,1.0,1.18,2.21,0.66,8.44,-5.75,-7.69,1333370999.5555634,True
Ni 1,4615.8783640858055,4615.8784,4615.78,4615.97,0.9377017021179199,0.863,0.9895762,0.9867741,0.06229829788208008,0.137,-2.017,3.5972,2.0,6.2832,3.0,0.36,0.77,1.18,8.01,-5.58,-7.51,132821523.4352149,True
Fe 1,4616.857981921562,4616.8576,4616.73,4616.98,0.7780032157897949,0.589,0.98792154,0.94448787,0.22199678421020508,0.411,-1.29,4.58,2.0,7.2655,3.0,0.67,0.82,0.96,8.43,-4.59,-7.39,1681713866.8287392,True
Fe 1,4617.016488825963,4617.0228,4616.99,4617.12,0.9402706027030945,0.875,0.9438484,0.98712546,0.05972939729690552,0.125,-2.038,4.5931,4.0,7.2785,4.0,1.25,1.18,1.21,7.37,-4.16,-7.33,54844121.01948863,True
Cr 1,4617.417968537066,4617.4171,4617.24,4617.64,0.42147016525268555,0.18899999999999995,0.9896378,0.9876922,0.5785298347473145,0.811,-1.19,0.9829,2.0,3.668,2.0,1.5,1.84,1.67,7.23,-6.19,242.247,15464484799.886518,True
Cr 2,4617.917933670465,4617.9222,4617.77,4618.06,0.6404285430908203,0.5409999999999999,0.98761934,0.98764753,0.3595714569091797,0.459,-1.361,4.0722,1.5,6.7571,1.5,0.41,1.18,0.79,8.37,-6.56,231.235,5485387474.075946,True
Ti 1,4618.562160167394,4618.5622,4618.41,4618.71,0.541461706161499,0.28200000000000003,0.98897874,0.9871254,0.458538293838501,0.718,0.44,1.7489,3.0,4.4334,4.0,1.66,1.46,1.16,8.08,-5.86,323.248,9742637580.937525,True
Cr 2,4620.0794750889445,4620.0968,4619.9,4620.28,0.42252182960510254,0.389,0.9899487,0.9897722,0.5774781703948975,0.611,-0.84,4.0735,2.5,6.7571,1.5,1.03,1.18,0.91,0.0,0.0,231.233,15490528844.489944,True
Fe 1,4620.581789752671,4620.5818,4620.35,4620.72,0.4695403575897217,0.272,0.9898821,0.9295651,0.5304596424102783,0.728,-1.12,3.6025,3.0,6.2858,2.0,1.66,1.61,1.7,8.24,-5.31,764.292,12349030644.874546,True
Cr 1,4620.826408539154,4620.827,4620.73,4620.96,0.7512315511703491,0.531,0.9258567,0.9824324,0.24876844882965088,0.469,-0.59,2.9872,2.0,5.6703,2.0,1.5,1.17,1.33,7.86,-5.96,329.25,2111707461.8412929,True
V 1,4621.070647994529,4621.0711,4620.97,4621.17,0.9321024119853973,0.8280000000000001,0.9823993,0.9880641,0.06789758801460266,0.172,-1.79,0.0401,3.5,2.7231,3.5,1.24,0.96,1.1,6.8,-6.15,256.243,140818142.16312617,True
Fe 2,4621.803576801429,4621.807,4621.57,4621.95,0.5817515850067139,0.4,0.9872155,0.98691297,0.41824841499328613,0.6,-3.24,2.8281,3.5,5.5107,3.5,1.21,1.4,1.31,8.56,-6.53,185.306,6262780536.056073,True
Cr 1,4622.36516185016,4622.365,4622.27,4622.48,0.9212169647216797,0.817,0.985222,0.9877907,0.07878303527832031,0.183,-1.683,2.5441,6.0,5.2264,5.0,1.33,1.15,1.78,7.07,-6.16,-7.81,209395186.83511192,True
Mg 1,4622.5952549076865,4622.5954,4622.49,4622.69,0.941708892583847,0.883,0.9872013,0.9869144,0.058291107416152954,0.117,-5.0,2.7116,1.0,5.3937,0.0,99.0,99.0,99.0,0.0,0.0,0.0,103823485.23181786,True
Cr 1,4623.27989950951,4623.2942,4623.12,4623.44,0.49730801582336426,0.34199999999999997,0.9843838,0.98988295,0.5026919841766357,0.658,-0.467,2.5446,5.0,5.2264,5.0,1.25,1.15,1.2,7.07,-6.16,-7.81,11258179872.095692,True
Cr 1,4623.762420287075,4623.7437,4623.61,4623.94,0.7113920450210571,0.5389999999999999,0.9897381,0.95339376,0.28860795497894287,0.461,-0.04,3.5505,3.0,6.232,3.0,1.33,1.32,1.33,7.98,-5.24,413.255,2555718347.2244635,True
Cr 1,4624.041726731067,4624.0418,4623.95,4624.16,0.8665102124214172,0.7110000000000001,0.9535008,0.98920476,0.13348978757858276,0.289,-0.98,2.9872,2.0,5.6685,1.0,1.5,1.5,1.5,7.8,-6.17,329.25,549448462.9968646,True
Ti 1,4624.392042851582,4624.3921,4624.25,4624.53,0.6134579181671143,0.33099999999999996,0.98836404,0.98636436,0.38654208183288574,0.669,0.16,1.7393,2.0,4.4204,3.0,1.82,1.46,1.1,8.07,-5.85,322.249,6661165602.071746,True
Fe 1,4624.872356416011,4624.8724,4624.77,4624.98,0.9073513150215149,0.804,0.9857119,0.98793334,0.09264868497848511,0.196,-1.961,4.4153,3.0,7.0961,2.0,0.89,0.45,1.33,8.12,-4.29,-7.33,301683597.63352096,True
Fe 1,4625.3762864044165,4625.3762,4625.23,4625.53,0.724518895149231,0.542,0.9877447,0.9897101,0.27548110485076904,0.458,-0.439,5.3204,5.0,8.0009,4.0,1.2,0.91,1.8,8.3,-4.0,-7.14,2962814974.6185126,True
Fe 1,4626.340196659534,4626.3402,4626.1,4626.59,0.4370136260986328,0.247,0.9893078,0.98990166,0.5629863739013672,0.753,-1.34,3.241,3.0,5.9209,3.0,1.5,1.24,1.37,7.89,-5.37,886.226,14237729488.152042,True
Co 1,4627.066311271317,4627.0631,4626.96,4627.12,0.9262888133525848,0.85,0.9884375,0.9411554,0.07371118664741516,0.15,-0.347,3.7132,2.5,6.3927,2.5,1.36,1.35,1.36,8.09,-4.86,-7.48,101640547.64005737,True
Cr 1,4627.217153940154,4627.2177,4627.13,4627.31,0.8917309641838074,0.783,0.9411725,0.9652655,0.10826903581619263,0.217,-0.31,3.8496,6.0,6.5291,6.0,1.03,1.03,1.03,7.39,-6.17,-7.81,223717917.48512617,True
Cr 1,4627.469699374365,4627.4697,4627.32,4627.64,0.44684338569641113,0.20399999999999996,0.9665892,0.98972034,0.5531566143035889,0.796,-1.33,0.9684,1.0,3.6477,1.0,1.5,2.51,2.01,7.21,-6.19,241.247,14898639473.655836,True
Mn 1,4627.832769264287,4627.8329,4627.72,4627.95,0.8739339113235474,0.764,0.98640573,0.98968863,0.12606608867645264,0.236,0.21,4.7125,5.5,7.3916,6.5,1.1,1.07,1.01,7.86,-6.07,297.259,585307768.820996,True
Si 1,4628.679341467778,4628.679,4628.48,4628.96,0.6637526750564575,0.5489999999999999,0.9889779,0.98942053,0.3362473249435425,0.451,-1.64,5.0823,1.0,7.761,2.0,1.0,1.06,1.09,8.61,-3.46,-6.96,3624065258.8644056,True
Ce 2,4629.457207295555,4629.4571,4629.34,4629.57,0.8276464939117432,0.6679999999999999,0.98883915,0.98655057,0.17235350608825684,0.332,0.14,0.5165,4.5,3.1946,4.5,0.95,0.8,0.87,0.0,0.0,0.0,1179138258.0102797,True
Cr 1,4629.757475716753,4629.7573,4629.67,4629.85,0.9558810293674469,0.897,0.9878381,0.9895937,0.0441189706325531,0.103,-1.4,3.1442,4.0,5.8222,5.0,1.51,1.61,1.81,8.06,-5.22,776.231,60233079.81294188,True
