species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Zr 2,3020.726221220524,3020.7116,3020.33,3020.74,0.09154751896858215,0.14900000000000002,0.23540981,0.0935375,0.9084524810314178,0.851,-1.13,0.039,2.5,4.1435,2.5,1.02,1.2,1.11,0.0,0.0,0.0,452339705.02547944,True
Si 1,3020.8832480390856,3020.8837,3020.75,3020.96,0.038247376680374146,0.031000000000000028,0.092733,0.07104144,0.9617526233196259,0.969,-4.984,0.0277,2.0,4.1319,2.0,1.5,2.0,1.75,3.31,-6.42,-7.84,651634755.0525538,True
Fe 1,3021.3741069617513,3021.3703,3020.97,3021.43,0.015277411788702011,0.0050000000000000044,0.07078709,0.020075675,0.984722588211298,0.995,-0.862,0.0873,2.0,4.1909,2.0,1.5,1.5,1.5,8.29,-6.16,275.263,288613115.27130425,True
Fe 1,3021.5191430005566,3021.5186,3021.44,3021.76,0.014120271429419518,0.0050000000000000044,0.020067317,0.03775712,0.9858797285705805,0.995,-0.03,0.0,4.0,4.1034,4.0,1.5,1.5,1.5,8.29,-6.16,267.259,137279985.35053128,True
Fe 1,3021.9457728138423,3021.9524,3021.77,3022.34,0.01567615196108818,0.0050000000000000044,0.03776619,0.068508215,0.9843238480389118,0.995,-0.36,0.0516,3.0,4.1544,3.0,1.5,1.49,1.5,8.3,-6.16,271.261,345124613.635692,True
Fe 1,3022.437877001742,3022.4388,3022.35,3022.69,0.026898711919784546,0.865,0.068748236,0.15838969,0.9731012880802155,0.135,-2.95,3.6946,4.0,7.7967,3.0,0.98,0.89,1.12,8.34,-3.05,-7.06,1642151993.961556,True
OH 1,3022.72714612292,3022.7445,3022.7,3023.08,0.15568037331104279,0.855,0.1589788,0.3273753,0.8443196266889572,0.145,-2.253,1.1905,12.5,5.2922,11.5,99.0,99.0,99.0,0.0,0.0,0.0,436594096.62992543,True
Fe 1,3023.1452999661774,3023.1399,3023.09,3023.16,0.28060808777809143,0.534,0.32681382,0.28648943,0.7193919122219086,0.466,-3.738,2.1759,3.0,6.2771,3.0,1.67,1.87,1.77,7.25,-4.77,-7.48,134554979.22223106,True
Co 1,3023.236504438083,3023.2334,3023.17,3023.38,0.14245247840881348,0.5880000000000001,0.28571874,0.44935995,0.8575475215911865,0.412,-1.837,1.7104,2.5,5.8115,3.5,1.6,1.33,0.99,7.97,-6.27,-7.81,5204936636.247202,True
V 2,3023.469263184076,3023.4663,3023.39,3023.55,0.2190697193145752,0.16500000000000004,0.4486317,0.4380262,0.7809302806854248,0.835,-0.84,1.6752,1.0,5.776,0.0,2.39,0.0,2.39,8.24,-6.46,-7.87,4271274842.7745237,True
Mn 1,3023.620779069596,3023.6241,3023.56,3024.14,0.1835169792175293,0.10499999999999998,0.43200094,0.62124246,0.8164830207824707,0.895,0.073,3.1325,5.5,7.2331,6.5,1.27,1.23,1.11,7.99,-6.18,-7.83,8590641137.35412,True
Fe 1,3024.2238392751447,3024.2229,3024.15,3024.25,0.5875159502029419,0.867,0.6211638,0.5984328,0.4124840497970581,0.133,-3.581,3.0469,4.0,7.1466,3.0,1.0,1.1,0.86,7.98,-5.72,-7.73,36050183.74323303,True
Fe 1,3024.320525798239,3024.3198,3024.26,3024.38,0.5296528339385986,0.6819999999999999,0.6009796,0.6021148,0.47034716606140137,0.318,-2.97,3.2112,4.0,7.3108,4.0,1.5,1.25,1.37,7.78,-4.17,-7.27,316000687.43146855,True
Co 1,3024.4740680156456,3024.4668,3024.39,3024.49,0.48226433992385864,0.884,0.60326993,0.49336967,0.5177356600761414,0.116,-2.264,1.9557,1.5,6.0551,0.5,1.48,1.5,1.47,7.94,-6.11,-7.8,380853448.6956264,True
Ni 1,3024.6001041406694,3024.5968,3024.5,3024.65,0.27071714401245117,0.602,0.49463066,0.3617766,0.7292828559875488,0.398,-3.139,1.9354,2.0,6.0346,3.0,1.03,1.36,1.68,7.4,-4.66,-7.47,1872748040.1855924,True
Fe 1,3024.913088613325,3024.9131,3024.66,3025.06,0.020237460732460022,0.006000000000000005,0.35813352,0.16516729,0.97976253926754,0.994,-1.476,0.1101,1.0,4.2089,2.0,1.5,1.49,1.49,6.88,-6.13,300.272,5171256391.500696,True
Fe 1,3025.0964476503914,3025.1062,3025.07,3025.15,0.14083749055862427,0.131,0.16368522,0.25383428,0.8591625094413757,0.869,-1.836,3.241,3.0,7.3395,3.0,1.5,1.28,1.39,7.76,-3.95,-7.28,1358637575.1882064,True
Cr 1,3025.228016997523,3025.229,3025.16,3025.4,0.05578160285949707,0.02100000000000002,0.25397515,0.5913734,0.9442183971405029,0.979,-0.061,0.9829,2.0,5.0812,2.0,1.5,1.76,1.63,8.28,-5.38,371.28,12944663764.9118,True
Fe 1,3025.439129965643,3025.4457,3025.41,3025.47,0.5846565514802933,0.861,0.5916084,0.5936341,0.4153434485197067,0.139,-3.606,2.998,3.0,7.0961,2.0,1.91,0.45,3.37,7.26,-4.29,-7.33,5937336.59919673,True
Cr 1,3025.558706761211,3025.5544,3025.48,3025.58,0.3698732852935791,0.349,0.59067076,0.40468836,0.6301267147064209,0.651,-0.541,2.9674,4.0,7.0653,3.0,0.8,0.83,0.76,8.22,-5.75,-7.71,1535843975.3262923,True
Fe 1,3025.6684850841534,3025.68,3025.59,3025.75,0.21792352199554443,0.13,0.4124907,0.5662635,0.7820764780044556,0.87,-2.147,2.9398,4.0,7.0376,5.0,1.75,1.38,0.65,7.4,-3.77,-7.33,6231932572.473615,True
V 2,3025.859722064814,3025.8623,3025.76,3025.99,0.175026535987854,0.32299999999999995,0.56006217,0.5454333,0.824973464012146,0.677,-0.557,2.3722,2.0,6.4696,1.0,1.38,1.85,1.15,8.46,-6.49,-7.86,8335619349.381238,True
Cr 1,3026.1629815892065,3026.1617,3026.0,3026.21,0.07316267490386963,0.6779999999999999,0.54246515,0.19257878,0.9268373250961304,0.322,-1.018,3.0106,4.0,7.1077,5.0,1.51,1.38,1.13,8.31,-5.06,-7.55,10832132436.05919,True
Cr 1,3026.2846640790253,3026.2846,3026.22,3026.36,0.05453842878341675,0.027000000000000024,0.19533534,0.19416207,0.9454615712165833,0.973,-0.328,0.9829,2.0,5.0798,2.0,1.5,1.28,1.39,8.55,-5.71,-7.64,5239853257.422645,True
Fe 1,3026.521119850214,3026.5172,3026.37,3026.59,0.027465373277664185,0.01200000000000001,0.19307525,0.05516091,0.9725346267223358,0.988,0.019,2.4041,6.0,6.5007,6.0,1.16,1.18,1.17,8.1,-6.08,-7.79,2370662509.6024756,True
Fe 1,3026.7220737616503,3026.7233,3026.6,3027.05,0.0167011097073555,0.0050000000000000044,0.05444174,0.17719749,0.9832988902926445,0.995,-0.844,0.1213,0.0,4.2176,1.0,0.0,1.49,1.49,8.3,-6.16,277.264,1381372396.7567198,True
OH 1,3027.100199108149,3027.1022,3027.06,3027.16,0.15966498851776123,0.786,0.17780367,0.21040829,0.8403350114822388,0.214,-1.609,1.6909,24.5,5.7867,24.5,99.0,99.0,99.0,0.0,0.0,0.0,290768295.60605496,True
Fe 1,3027.3421664652906,3027.343,3027.17,3027.46,0.022109180688858032,0.007000000000000006,0.21000986,0.1563355,0.977890819311142,0.993,-1.122,0.9901,2.0,5.0856,2.0,1.0,1.0,1.0,8.78,-5.79,446.294,4460451667.266115,True
Cr 2,3027.513368604674,3027.5229,3027.47,3027.64,0.11206960678100586,0.08699999999999997,0.16064714,0.5332515,0.8879303932189941,0.913,0.343,4.4272,5.5,8.5224,5.5,1.09,1.09,1.09,8.44,-6.53,229.196,6738565740.047926,True
Cr 2,3027.709220856341,3027.7111,3027.65,3027.76,0.3096327781677246,0.22499999999999998,0.5290184,0.54174346,0.6903672218322754,0.775,-1.1,4.0116,3.5,8.1066,4.5,1.14,1.12,1.08,8.31,-6.59,214.238,4501406084.534147,True
Fe 1,3027.822270198668,3027.8171,3027.77,3027.84,0.359647274017334,0.23099999999999998,0.54715973,0.39455512,0.640352725982666,0.769,-2.175,3.2657,2.0,7.3605,2.0,1.5,1.15,1.32,7.72,-3.98,-7.25,1687031590.7311473,True
Fe 1,3027.889652424646,3027.8936,3027.85,3028.36,0.2779514789581299,0.128,0.40506122,0.84360987,0.7220485210418701,0.872,-1.789,3.2671,5.0,7.3618,4.0,1.03,1.25,0.6,7.82,-3.96,-7.22,7192386089.049855,True
Fe 1,3028.4763690063783,3028.4704,3028.37,3028.53,0.35476255416870117,0.22499999999999998,0.8437492,0.6747974,0.6452374458312988,0.775,-2.865,2.5592,4.0,6.6531,3.0,1.24,1.21,1.27,8.0,-4.64,-7.51,9602382924.377224,True
Fe 1,3028.5815415356806,3028.5822,3028.54,3028.65,0.3986339569091797,0.15900000000000003,0.65652955,0.8258088,0.6013660430908203,0.841,-2.786,2.4534,4.0,6.5472,5.0,0.81,1.17,1.87,7.75,-4.76,-7.51,7670385952.960308,True
Fe 1,3028.7415179819372,3028.7387,3028.66,3028.82,0.26212453842163086,0.08999999999999997,0.83047146,0.7580392,0.7378754615783691,0.91,-2.163,2.5881,3.0,6.6817,3.0,1.07,1.48,1.27,7.84,-5.47,-7.54,15530876695.295092,True
Zr 2,3028.9229388567373,3028.9267,3028.83,3028.96,0.22866535186767578,0.11499999999999999,0.7711727,0.3575648,0.7713346481323242,0.885,0.02,0.9718,3.5,5.0651,3.5,0.89,0.92,0.9,0.0,0.0,0.0,8887618538.235458,True
Cr 2,3029.00127186089,3029.0059,3028.97,3029.1,0.2597062587738037,0.132,0.35962224,0.82521206,0.7402937412261963,0.868,-0.186,4.41,2.5,8.5032,2.5,0.86,0.87,0.86,8.4,-6.49,190.236,8462874647.489454,True
OH 1,3029.174461782068,3029.1764,3029.11,3029.25,0.5500292778015137,0.795,0.82486486,0.87356794,0.44997072219848633,0.205,-1.627,1.6932,23.5,5.7862,23.5,99.0,99.0,99.0,0.0,0.0,0.0,3870137803.0395074,True
Fe 1,3029.342406194007,3029.35,3029.26,3029.46,0.3867619037628174,0.22399999999999998,0.8757246,0.9080305,0.6132380962371826,0.776,-2.405,3.0173,2.0,7.11,3.0,1.48,1.33,1.17,7.68,-5.88,-7.69,11149095856.631163,True
Fe 1,3029.629808217567,3029.6306,3029.47,3029.66,0.6547703742980957,0.621,0.90827173,0.73319125,0.3452296257019043,0.379,-3.471,2.5881,3.0,6.6805,4.0,1.07,1.35,1.77,6.51,-5.96,-7.8,1044823142.7525833,True
Fe 1,3029.750629262849,3029.7531,3029.67,3029.86,0.21877574920654297,0.08999999999999997,0.74458224,0.77926075,0.781224250793457,0.91,-1.404,3.2671,5.0,7.3593,5.0,1.03,1.23,1.13,8.26,-4.27,-7.28,16392006128.118805,True
OH 1,3029.9447324355588,3029.9327,3029.87,3029.98,0.3552069664001465,0.804,0.7744493,0.4443912,0.6447930335998535,0.196,-1.974,1.3313,20.5,5.4232,19.5,99.0,99.0,99.0,0.0,0.0,0.0,5119395700.899065,True
Au 1,3030.065831540751,3030.087,3029.99,3030.07,0.09891313314437866,0.882,0.44608334,0.10510049,0.9010868668556213,0.118,-1.18,1.1358,2.5,5.2276,2.5,1.19,1.53,1.36,0.0,0.0,0.0,7781941867.587082,True
Fe 1,3030.108606720763,3030.1157,3030.08,3030.26,0.07614296674728394,0.031000000000000028,0.105281435,0.8539025,0.9238570332527161,0.969,-2.173,1.5574,3.0,5.6491,3.0,1.09,0.77,0.93,7.3,-6.22,-7.84,14067534737.195833,True
Mn 2,3030.3219979990467,3030.3205,3030.27,3030.35,0.7715269327163696,0.762,0.8594477,0.8075336,0.22847306728363037,0.238,-1.673,4.3284,4.0,8.4198,4.0,1.05,0.79,0.92,8.44,-6.57,-7.87,230996186.73265228,True
V 2,3030.4483116194706,3030.4518,3030.36,3030.51,0.3859131336212158,0.19599999999999995,0.8098049,0.7796293,0.6140868663787842,0.804,-0.914,1.7037,3.0,5.795,2.0,1.62,1.48,1.76,8.26,-6.46,-7.87,8216264005.645708,True
Ti 2,3030.608679554729,3030.6099,3030.52,3030.73,0.12153363227844238,0.03500000000000003,0.784152,0.82045597,0.8784663677215576,0.965,-0.35,1.5718,4.5,5.6628,4.5,0.91,0.91,0.91,8.31,-6.44,-7.85,28560880815.17721,True
Fe 1,3030.915801153204,3030.9064,3030.74,3030.95,0.16161513328552246,0.08999999999999997,0.8200475,0.22133696,0.8383848667144775,0.91,-1.445,3.241,3.0,7.3316,4.0,1.5,1.44,1.34,7.84,-3.92,-7.15,10318971490.498201,True
Fe 1,3031.035356077019,3031.0301,3030.96,3031.08,0.03455394506454468,0.014000000000000012,0.21256311,0.06242357,0.9654460549354553,0.986,-0.117,2.4327,5.0,6.5232,5.0,1.04,1.03,1.04,8.02,-5.23,-7.67,4504320234.35354,True
Cr 1,3031.1143116051003,3031.1262,3031.09,3031.38,0.045210957527160645,0.02200000000000002,0.060059786,0.84567374,0.9547890424728394,0.978,-0.06,1.0037,3.0,5.094,3.0,1.5,1.25,1.37,8.59,-5.91,373.28,13391718275.85596,True
Fe 1,3031.4858931196864,3031.4858,3031.39,3031.55,0.3046283721923828,0.09499999999999997,0.8467317,0.7778575,0.6953716278076172,0.905,-2.564,2.2786,2.0,6.3685,3.0,1.51,1.1,0.69,7.71,-5.52,-7.66,14700461084.3392,True
Sc 1,3031.6414756177624,3031.6393,3031.56,3031.74,0.22163057327270508,0.07299999999999995,0.78528357,0.63366634,0.7783694267272949,0.927,0.69,0.0209,2.5,4.1105,2.5,1.2,0.85,1.03,8.23,-5.75,392.25,15176813881.721725,True
Zr 2,3031.810022119645,3031.8014,3031.75,3031.86,0.34032440185546875,0.119,0.6410503,0.49397993,0.6596755981445312,0.881,-1.04,0.0,1.5,4.0895,1.5,0.4,0.81,0.6,0.0,0.0,0.0,4535917211.753275,True
Mn 2,3031.936809705516,3031.9329,3031.87,3031.98,0.20392489433288574,0.121,0.5013979,0.32234406,0.7960751056671143,0.879,0.117,4.31,5.0,8.3992,6.0,1.2,1.16,1.05,8.43,-6.57,-7.87,5577280796.619794,True
Fe 1,3032.09862237659,3032.0955,3031.99,3032.15,0.040057480335235596,0.015000000000000013,0.32241082,0.113652475,0.9599425196647644,0.985,-0.162,2.4534,4.0,6.5425,4.0,0.81,0.81,0.81,8.08,-6.05,-7.79,7633030450.451187,True
Fe 1,3032.2141549453336,3032.2069,3032.16,3032.3,0.05629074573516846,0.06999999999999995,0.11841603,0.42054272,0.9437092542648315,0.93,-1.389,2.998,3.0,7.087,3.0,1.91,1.6,1.75,7.56,-3.69,-7.3,9580330338.14534,True
Cr 1,3032.3716099894327,3032.3724,3032.31,3032.4,0.1420278549194336,0.33499999999999996,0.4102378,0.18487133,0.8579721450805664,0.665,-0.501,2.9826,5.0,7.0713,4.0,1.04,1.11,0.9,8.22,-5.65,-7.7,5108541210.811466,True
Fe 1,3032.5207651527635,3032.5191,3032.41,3032.66,0.02378973364830017,0.008000000000000007,0.18774053,0.286696,0.9762102663516998,0.992,-1.244,1.0111,1.0,5.0995,1.0,-0.01,-0.01,-0.01,8.78,-5.78,449.293,7274220118.098943,True
Ni 1,3032.7465990047144,3032.7466,3032.67,3032.99,0.048740386962890625,0.06299999999999994,0.28744787,0.8307084,0.9512596130371094,0.937,-3.753,0.0,4.0,4.0882,4.0,1.22,1.25,1.24,7.81,-6.19,-7.82,19243457564.032578,True
Fe 1,3033.1150426020254,3033.1106,3033.0,3033.22,0.32889771461486816,0.32499999999999996,0.83206683,0.89010894,0.6711022853851318,0.675,-2.548,3.0713,1.0,7.159,1.0,1.47,2.26,1.86,7.56,-4.87,-7.27,11825392561.913397,True
Ni 2,3033.3404816169163,3033.3382,3033.23,3033.54,0.44685983657836914,0.33999999999999997,0.8887013,0.92660266,0.5531401634216309,0.66,-2.886,2.8651,2.5,6.9524,2.5,1.43,0.99,1.21,8.62,-6.63,-7.92,7681450871.264959,True
Cr 2,3033.7973480147093,3033.7999,3033.55,3033.86,0.19466471672058105,0.06999999999999995,0.9265439,0.66856277,0.805335283279419,0.93,-1.313,2.7056,2.5,6.7924,3.5,1.59,1.43,1.23,0.0,0.0,235.279,15614775590.150106,True
Fe 1,3033.9791164726794,3033.9809,3033.87,3034.16,0.18598699569702148,0.051000000000000045,0.6764278,0.9319209,0.8140130043029785,0.949,-1.662,2.4242,1.0,6.5107,1.0,1.5,0.7,1.1,8.23,-6.07,-7.76,20655579535.6631,True
V 2,3034.318683077743,3034.3184,3034.17,3034.4,0.24992036819458008,0.08999999999999997,0.9319334,0.8798867,0.7500796318054199,0.91,0.62,2.5247,6.0,6.6108,7.0,1.14,1.11,1.02,8.31,-6.45,-7.87,21686873222.526756,True
Mn 2,3034.4709906766966,3034.4713,3034.41,3034.57,0.5415599346160889,0.402,0.8746088,0.9264591,0.45844006538391113,0.598,-0.805,4.5086,1.0,8.5945,0.0,1.47,0.0,1.47,8.43,-6.47,-7.88,5514103896.733074,True
V 2,3034.7022286947904,3034.7024,3034.58,3034.77,0.1997361183166504,0.061000000000000054,0.9254609,0.76360464,0.8002638816833496,0.939,0.255,1.8171,5.0,5.9026,6.0,1.17,1.13,1.03,8.28,-6.53,-7.87,24338733769.96893,True
OH 1,3034.8261610035825,3034.8263,3034.78,3034.87,0.6190288066864014,0.829,0.76864886,0.7774851,0.38097119331359863,0.171,-1.902,1.4981,16.5,5.5835,16.5,99.0,99.0,99.0,0.0,0.0,0.0,1473556622.011256,True
Gd 2,3034.939774104048,3034.9342,3034.88,3034.97,0.5104954242706299,0.344,0.78957576,0.57969624,0.4895045757293701,0.656,0.14,0.0325,3.5,4.1177,3.5,2.08,2.15,2.12,0.0,0.0,0.0,2492905120.250932,True
Cr 1,3035.0687399754374,3035.0712,3034.98,3035.18,0.1315629482269287,0.03700000000000003,0.5657489,0.8559005,0.8684370517730713,0.963,-0.66,1.0037,3.0,5.0887,3.0,1.5,1.64,1.57,8.16,-5.31,372.28,22269921993.696136,True
Fe 1,3035.3844719140143,3035.3672,3035.19,3035.63,0.04102109372615814,0.04200000000000004,0.8546196,0.72471267,0.9589789062738419,0.958,-2.419,1.6079,2.0,5.6925,3.0,0.67,0.93,1.19,7.8,-6.09,-7.81,26562648568.599915,True
Mn 2,3035.6881759818175,3035.69,3035.64,3035.77,0.5452775955200195,0.40900000000000003,0.72131664,0.89050657,0.45472240447998047,0.591,-0.829,4.4975,2.0,8.5817,1.0,1.46,1.47,1.46,8.46,-6.47,-7.88,3385938351.9473157,True
Cr 2,3035.8639746542094,3035.8642,3035.78,3035.98,0.46072864532470703,0.268,0.8909792,0.9040001,0.539271354675293,0.732,-1.204,4.0423,2.5,8.1263,3.5,0.92,0.91,0.9,8.28,-6.6,215.221,8085571065.381496,True
Fe 1,3036.1234850555916,3036.1216,3035.99,3036.15,0.804349958896637,0.796,0.9040344,0.8310143,0.19565004110336304,0.204,-3.791,2.6085,2.0,6.6921,1.0,0.66,1.49,0.25,7.82,-5.13,-7.7,183593970.0792072,True
Mn 2,3036.242829217374,3036.243,3036.16,3036.33,0.29923486709594727,0.14700000000000002,0.8372478,0.85659564,0.7007651329040527,0.853,-0.072,4.3284,4.0,8.4119,5.0,1.05,1.03,0.98,8.44,-6.57,-7.87,15608741580.669226,True
Cr 1,3036.411532621754,3036.4092,3036.34,3036.46,0.7429409027099609,0.73,0.8598666,0.8128655,0.25705909729003906,0.27,-1.118,3.0133,3.0,7.0966,4.0,1.55,1.33,1.01,8.31,-5.01,-7.54,384579935.02819806,True
Fe 1,3036.623248955356,3036.6201,3036.47,3036.85,0.09595966339111328,0.04400000000000004,0.8160163,0.8131829,0.9040403366088867,0.956,-0.752,3.0385,2.0,7.1214,3.0,2.33,1.84,1.35,7.63,-4.05,-7.29,25010380840.94418,True
Cu 1,3036.9829425071944,3036.9833,3036.86,3037.05,0.5338504314422607,0.489,0.8132732,0.76533353,0.46614956855773926,0.511,-2.347,1.6422,1.5,5.7247,1.5,0.8,0.69,0.75,8.03,-6.2,-7.84,2959056090.8719625,True
Er 2,3037.108735137057,3037.1047,3037.06,3037.15,0.7101805806159973,0.796,0.7638521,0.73940533,0.2898194193840027,0.204,0.618,1.4022,7.5,5.4845,8.5,1.28,1.17,0.74,0.0,0.0,0.0,106612224.79399566,True
Zr 2,3037.271702724607,3037.2747,3037.16,3037.33,0.35279035568237305,0.14800000000000002,0.73611665,0.6190333,0.647209644317627,0.852,-0.58,0.5586,2.5,4.6407,3.5,1.17,1.27,1.38,0.0,0.0,0.0,5245387631.4714365,True
Zr 2,3037.391147263783,3037.3868,3037.34,3037.42,0.42456793785095215,0.29100000000000004,0.6136533,0.48593324,0.5754320621490479,0.709,-0.96,0.5267,1.5,4.6086,2.5,0.81,1.14,1.39,0.0,0.0,0.0,1599042097.7661393,True
Fe 1,3037.474530191532,3037.4738,3037.43,3037.54,0.3147006034851074,0.19699999999999995,0.48175696,0.53498733,0.6852993965148926,0.803,-2.08,3.2671,5.0,7.3489,6.0,1.03,1.1,1.28,7.58,-3.65,-7.28,3473313806.3128457,True
Ti 2,3037.6575998909193,3037.6596,3037.55,3037.72,0.25376224517822266,0.22699999999999998,0.5336653,0.38078898,0.7462377548217773,0.773,-2.06,1.5658,1.5,5.6473,1.5,0.8,1.31,1.05,8.26,-6.49,-7.83,2821504515.679281,True
Cr 1,3037.9331723171854,3037.9289,3037.73,3038.0,0.04648017883300781,0.028000000000000025,0.37911454,0.09637736,0.9535198211669922,0.972,-0.32,1.03,4.0,5.1112,4.0,1.5,1.36,1.43,8.59,-5.93,376.281,3990459959.177332,True
Fe 1,3038.2724278884866,3038.2725,3038.01,3038.58,0.016011297702789307,0.0050000000000000044,0.095202714,0.099831514,0.9839887022972107,0.995,-0.663,0.1101,1.0,4.1909,2.0,1.5,1.5,1.49,8.29,-6.16,275.263,1049870588.4249288,True
Fe 1,3038.6666813831866,3038.6635,3038.59,3038.72,0.04231706261634827,0.025000000000000022,0.10037227,0.06969516,0.9576829373836517,0.975,-2.624,0.9901,2.0,5.0703,2.0,1.0,1.99,1.49,7.48,-6.22,-7.83,988332721.8390318,True
Ni 1,3038.817263766463,3038.8171,3038.73,3039.11,0.01989811658859253,0.006000000000000005,0.06898882,0.398279,0.9801018834114075,0.994,-0.687,0.0254,3.0,4.1054,3.0,1.19,1.33,1.26,8.08,-6.16,-7.81,4618344324.796124,True
Co 1,3039.193641932872,3039.1895,3039.12,3039.31,0.13380122184753418,0.31999999999999995,0.39693162,0.60401237,0.8661987781524658,0.68,-2.229,0.9227,3.5,5.0023,2.5,1.15,1.37,0.87,8.59,-5.98,-7.73,11801845620.401985,True
Cr 2,3039.3989470649526,3039.4031,3039.32,3039.51,0.2563292980194092,0.843,0.6036253,0.71848625,0.7436707019805908,0.157,-2.431,4.0116,3.5,8.0908,3.5,1.14,0.92,1.03,8.31,-6.58,213.229,9023347738.34613,True
Ti 2,3039.624443090816,3039.611,3039.52,3039.74,0.1882861852645874,0.10599999999999998,0.721765,0.7436826,0.8117138147354126,0.894,-1.49,1.5839,5.5,5.6628,4.5,1.09,0.91,1.5,8.31,-6.44,-7.85,16299997913.261532,True
Mn 2,3039.7738962189424,3039.7724,3039.75,3039.79,0.7240056097507477,0.845,0.73855275,0.73073715,0.2759943902492523,0.155,-1.579,4.6926,2.0,8.7713,3.0,1.15,1.36,1.57,8.42,-6.57,-7.88,16821293.479446303,True
Ge 1,3039.9475153126014,3039.9514,3039.8,3040.03,0.13975167274475098,0.03600000000000003,0.73223245,0.7137599,0.860248327255249,0.964,0.02,0.8834,2.0,4.9619,1.0,1.01,1.07,0.98,0.0,0.0,0.0,19742629621.20397,True
Ca 1,3040.0720606325135,3040.0721,3040.04,3040.11,0.6730124950408936,0.734,0.7141811,0.7334383,0.32698750495910645,0.266,-2.798,1.8858,1.0,5.9641,1.0,1.5,2.0,1.75,6.26,-2.84,-6.61,200967000.9343272,True
Fe 1,3040.208547406793,3040.2016,3040.12,3040.34,0.1230003833770752,0.04600000000000004,0.73751634,0.8360021,0.8769996166229248,0.954,-1.541,2.4327,5.0,6.5109,6.0,1.04,1.02,0.97,8.05,-6.09,315.246,25510569700.57112,True
Fe 1,3040.4780244551525,3040.4832,3040.35,3040.56,0.1360313892364502,0.06599999999999995,0.83696014,0.5811872,0.8639686107635498,0.934,-1.316,2.998,3.0,7.0758,3.0,1.91,1.58,1.74,7.62,-4.27,-7.3,20785642870.478462,True
V 2,3040.6517022097773,3040.6514,3040.57,3040.86,0.09099459648132324,0.736,0.58282053,0.817387,0.9090054035186768,0.264,-1.051,2.6013,2.0,6.6789,2.0,1.02,1.1,1.06,8.5,-6.49,-7.85,25125527831.954082,True
Fe 1,3040.9227064669176,3040.9155,3040.87,3040.96,0.7773231565952301,0.869,0.8162703,0.79186475,0.2226768434047699,0.131,-2.964,3.6946,4.0,7.7718,4.0,0.98,1.19,1.09,8.29,-3.24,-7.02,42918876.14476891,True
Fe 1,3041.3126976974713,3041.3117,3040.97,3041.44,0.025137782096862793,0.009000000000000008,0.79256696,0.24574088,0.9748622179031372,0.991,-1.428,0.9146,4.0,4.9913,5.0,1.35,1.39,1.47,8.78,-5.79,423.295,12707692583.71529,True
Mn 1,3041.4756659887476,3041.4846,3041.45,3041.57,0.1835029125213623,0.10399999999999998,0.23962776,0.67448395,0.8164970874786377,0.896,0.115,3.1344,2.5,7.2109,2.5,0.57,0.58,0.57,8.3,-6.18,-7.79,8290100668.845091,True
Fe 2,3041.729757728955,3041.7308,3041.58,3041.77,0.06759428977966309,0.5860000000000001,0.6719673,0.12050893,0.9324057102203369,0.414,-2.832,4.1536,3.5,8.2297,3.5,0.88,1.21,1.05,8.66,-6.53,177.263,10404094941.957438,True
Cr 2,3041.799536750925,3041.809,3041.78,3041.88,0.09957778453826904,0.07599999999999996,0.117261894,0.42631575,0.900422215461731,0.924,0.413,4.2937,4.5,8.3697,5.5,0.91,0.93,0.95,8.36,-6.51,189.241,6772173730.529667,True
Fe 1,3041.90951117716,3041.9146,3041.89,3042.03,0.3964109420776367,0.61,0.4210217,0.80759037,0.6035890579223633,0.39,-3.432,2.6085,2.0,6.6844,2.0,0.66,1.24,0.95,7.81,-4.17,-7.53,2955369004.4508157,True
Mn 1,3042.105495016668,3042.1046,3042.04,3042.18,0.6164348125457764,0.5349999999999999,0.8046623,0.79431933,0.38356518745422363,0.465,-1.03,3.1353,3.5,7.2109,2.5,0.98,0.58,1.49,8.3,-6.18,382.256,1517283068.921067,True
V 2,3042.3148136548944,3042.3072,3042.19,3042.42,0.23995494842529297,0.17100000000000004,0.7930592,0.40279296,0.760045051574707,0.829,-0.49,2.026,3.0,6.1014,3.0,0.76,0.99,0.88,8.4,-6.54,-7.86,8209834120.40518,True
Fe 1,3042.536616494298,3042.5222,3042.43,3042.56,0.03320413827896118,0.015000000000000013,0.39491808,0.040972784,0.9667958617210388,0.985,-1.276,1.5574,3.0,5.6324,4.0,1.09,1.05,1.0,7.31,-6.22,-7.83,8384597617.143614,True
Fe 1,3042.6210279770985,3042.6236,3042.57,3042.73,0.023062795400619507,0.008000000000000007,0.041656733,0.16427086,0.9769372045993805,0.992,-1.188,0.9582,3.0,5.0331,4.0,1.25,1.33,1.45,8.78,-5.8,-7.67,2651962112.550338,True
Fe 1,3042.787404600245,3042.7822,3042.74,3042.81,0.12180835008621216,0.125,0.1677934,0.13649121,0.8781916499137878,0.875,-1.766,3.2515,3.0,7.3262,3.0,1.34,1.16,1.25,7.97,-4.8,-7.26,395523184.2544284,True
