species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,6715.595559102546,6715.5956,6715.46,6715.73,0.8991916179656982,0.863,0.9871356,0.98703414,0.10080838203430176,0.137,-1.6,4.7955,2.0,6.6417,2.0,1.15,1.4,1.28,8.41,-4.57,857.272,616970930.5495607,True
Fe 1,6717.235505618027,6717.2354,6717.09,6717.38,0.869629979133606,0.825,0.9880551,0.9877357,0.13037002086639404,0.175,-1.64,4.6076,3.0,6.4534,2.0,1.09,1.57,0.6,8.33,-5.62,777.208,1075721414.107518,True
Fe 1,6718.0900833056585,6718.0901,6717.96,6718.22,0.9153527021408081,0.886,0.9895836,0.9892923,0.0846472978591919,0.114,-1.92,4.58,2.0,6.4256,3.0,0.67,0.8,0.94,7.81,-5.88,274.26,449072882.67897356,True
Ca 1,6719.535628399837,6719.5356,6719.14,6719.92,0.49716997146606445,0.481,0.9898526,0.98959184,0.5028300285339355,0.519,-0.524,2.709,2.0,4.5541,1.0,1.01,1.01,1.01,7.863,-4.895,992.255,16122435247.088575,True
Si 1,6723.703813939404,6723.7038,6723.51,6723.89,0.8928170800209045,0.868,0.9898906,0.98899984,0.10718291997909546,0.132,-1.527,5.8625,1.0,7.7065,2.0,1.0,0.87,0.8,7.39,-3.1,-7.02,571873027.2625195,True
Fe 1,6727.211978667074,6727.212,6727.08,6727.35,0.9033842086791992,0.866,0.987209,0.98905814,0.09661579132080078,0.134,-2.3,4.1034,4.0,5.9464,4.0,1.5,1.29,1.39,8.4,-5.38,897.241,573867630.0577872,True
Fe 1,6728.522846946294,6728.5229,6728.35,6728.7,0.7270936965942383,0.663,0.98781407,0.98897153,0.2729063034057617,0.337,-1.094,4.607,2.0,6.4496,1.0,1.84,2.43,1.54,8.37,-4.66,-7.5,5186069292.039952,True
Fe 1,6732.148863026342,6732.1489,6731.95,6732.35,0.6786832809448242,0.622,0.98843324,0.9887698,0.3213167190551758,0.378,-0.617,4.913,4.0,6.7546,4.0,1.49,1.51,1.5,8.68,-5.16,-7.31,7079253788.568474,True
Fe 1,6735.008555036124,6735.0086,6734.86,6735.16,0.8631845712661743,0.8180000000000001,0.98846406,0.98948574,0.13681542873382568,0.182,-1.58,4.6382,1.0,6.4791,0.0,2.5,0.0,2.5,8.4,-5.31,781.273,1197343517.1932807,True
Fe 1,6739.844817467992,6739.8448,6739.7,6739.99,0.8840069770812988,0.842,0.98878324,0.98878795,0.11599302291870117,0.158,-1.75,4.5585,3.0,6.3981,3.0,1.66,1.28,1.47,8.43,-4.3,844.271,840441624.4583323,True
Fe 1,6741.3804895386975,6741.3805,6741.25,6741.51,0.8895285129547119,0.842,0.9873226,0.9869693,0.11047148704528809,0.158,-4.794,1.5574,3.0,3.3965,3.0,1.09,1.25,1.17,7.25,-6.15,256.244,796537502.119575,True
Ti 1,6744.983055608298,6744.9831,6744.84,6745.13,0.8518878221511841,0.768,0.98805773,0.9893234,0.14811217784881592,0.232,-1.611,0.8995,2.0,2.7377,2.0,1.02,1.0,1.01,6.0,-6.12,291.241,1467409396.52484,True
Fe 1,6750.21505964644,6750.215,6750.08,6750.35,0.9077728390693665,0.877,0.98869497,0.98880744,0.09222716093063354,0.123,-1.43,5.0203,0.0,6.857,1.0,0.0,1.51,1.51,8.68,-4.94,-7.31,526018716.49342895,True
Fe 1,6752.014373524586,6752.0144,6751.81,6752.22,0.5638723373413086,0.473,0.98908424,0.98919713,0.4361276626586914,0.527,-2.621,2.4242,1.0,4.2605,1.0,1.5,1.5,1.5,6.74,-6.13,335.241,14576017796.03861,True
Fe 1,6754.570643235273,6754.5706,6754.4,6754.74,0.76535964012146,0.7050000000000001,0.9875492,0.98719037,0.23464035987854004,0.295,-1.204,4.6382,1.0,6.4738,1.0,2.5,1.44,1.97,8.41,-5.4,778.274,3704288035.7805195,True
Mg 1,6767.317999725973,6767.3175,6766.8,6767.83,0.9168698191642761,0.8,0.9898339,0.98986644,0.08313018083572388,0.2,-1.49,5.7532,2.0,7.5853,3.0,99.0,99.0,99.0,0.0,0.0,0.0,157854175.08612123,True
Ni 1,6769.640960376809,6769.6381,6769.43,6769.85,0.5406684875488281,0.473,0.9882684,0.98828244,0.4593315124511719,0.527,-2.307,1.8261,0.0,3.6576,1.0,1.43,0.0,0.0,8.11,-6.12,-7.76,16347227178.98372,True
Co 1,6772.903230948492,6772.9033,6772.77,6773.04,0.8736191987991333,0.83,0.98645437,0.98775846,0.1263808012008667,0.17,-1.97,1.8826,2.5,3.7132,2.5,1.52,1.36,1.44,7.56,-6.21,237.246,1061794880.6479691,True
Ni 1,6774.185366495838,6774.1871,6774.01,6774.36,0.708038330078125,0.673,0.98911405,0.9889355,0.291961669921875,0.327,-1.147,3.6576,1.0,5.4879,2.0,99.0,99.0,99.0,0.0,0.0,0.0,6177318342.38548,True
Fe 1,6785.575979756818,6785.5757,6785.45,6785.71,0.9274397492408752,0.9,0.98826534,0.989571,0.07256025075912476,0.1,-3.98,2.5881,3.0,4.4153,3.0,1.07,0.89,0.98,8.06,-6.06,334.247,313534230.807281,True
Si 1,6786.755566414332,6786.7556,6786.26,6787.25,0.8389459848403931,0.774,0.989926,0.98998356,0.16105401515960693,0.226,-0.768,6.2227,2.0,8.0495,3.0,1.0,1.25,1.5,9.01,-2.28,-6.99,897824570.8993119,True
Fe 1,6788.73129434539,6788.7312,6788.58,6788.87,0.874525785446167,0.83,0.9883818,0.9755836,0.125474214553833,0.17,-2.07,4.1909,2.0,6.0172,3.0,1.5,1.11,0.72,8.4,-5.29,962.248,920450110.6457489,True
Fe 1,6789.027483641358,6789.0276,6788.88,6789.18,0.8581405878067017,0.8160000000000001,0.9760071,0.9879573,0.14185941219329834,0.184,-1.196,5.0095,1.0,6.8358,2.0,1.5,1.51,1.51,8.67,-4.96,-7.31,1215789612.3528216,True
Fe 1,6795.132683801236,6795.1327,6795.0,6795.27,0.9009459018707275,0.865,0.9888317,0.9888947,0.09905409812927246,0.135,-2.326,4.0758,4.0,5.9004,4.0,1.26,1.15,1.2,7.58,-5.98,-7.82,632572068.4721525,True
Fe 1,6795.493808468957,6795.4938,6795.34,6795.65,0.8403128385543823,0.792,0.9881449,0.9895671,0.15968716144561768,0.208,-1.329,4.7955,2.0,6.62,3.0,1.15,1.35,1.56,8.4,-4.69,-7.51,1692495584.7861695,True
Mg 1,6800.877534963286,6800.8775,6800.44,6801.32,0.9177395701408386,0.8200000000000001,0.9898609,0.98999465,0.08226042985916138,0.18,-1.56,5.7532,2.0,7.5763,3.0,99.0,99.0,99.0,0.0,0.0,0.0,175584016.9371645,True
Fe 1,6803.742141493331,6803.7421,6803.61,6803.87,0.905529260635376,0.866,0.9887839,0.9870899,0.09447073936462402,0.134,-4.829,1.6079,2.0,3.4302,1.0,0.67,-0.01,1.01,7.23,-6.15,-7.8,572527183.2255969,True
Fe 1,6805.877782982558,6805.8768,6805.7,6806.02,0.8452540636062622,0.7989999999999999,0.9897716,0.9590053,0.1547459363937378,0.201,-1.496,4.652,2.0,6.4738,1.0,0.69,1.44,0.31,8.33,-5.4,792.21,1312449302.2276323,True
Fe 1,6806.160713968082,6806.1482,6806.03,6806.22,0.8742203116416931,0.864,0.9579545,0.88744533,0.12577968835830688,0.136,-1.813,4.5844,3.0,6.406,4.0,1.08,1.07,1.04,7.85,-5.99,273.258,333460532.50200075,True
Si 1,6806.396947240015,6806.397,6806.23,6806.83,0.6676431894302368,0.6759999999999999,0.8870013,0.9896592,0.3323568105697632,0.324,-0.381,6.2227,2.0,8.0443,3.0,1.0,1.08,1.16,8.9,-3.19,-6.97,4878488369.22432,True
Fe 1,6808.7210862030915,6808.7211,6808.56,6808.88,0.7928142547607422,0.72,0.9896595,0.98891425,0.2071857452392578,0.28,-3.21,2.7275,4.0,4.5485,4.0,1.05,1.25,1.15,8.07,-6.09,313.268,3009905098.7912107,True
Fe 1,6812.141231389894,6812.1413,6811.94,6812.34,0.6964693069458008,0.637,0.98920643,0.9884783,0.3035306930541992,0.363,-0.986,4.607,2.0,6.427,3.0,1.84,1.66,1.49,8.41,-6.05,873.275,6327199332.971045,True
Co 1,6816.824411638469,6816.8245,6816.69,6816.96,0.8748917579650879,0.832,0.9867788,0.9873161,0.1251082420349121,0.168,-1.9,1.9557,1.5,3.7745,1.5,1.48,1.19,1.33,7.53,-6.21,241.246,1048025399.1057801,True
Fe 1,6822.253188545126,6822.2532,6822.08,6822.43,0.798750638961792,0.743,0.9891929,0.9899786,0.201249361038208,0.257,-1.32,4.6382,1.0,6.4555,2.0,2.5,1.8,1.45,8.39,-4.47,902.28,2677536083.9504523,True
Fe 1,6830.475688965872,6830.4757,6830.28,6830.68,0.6887993812561035,0.629,0.98809385,0.98990595,0.3112006187438965,0.371,-0.92,4.6382,1.0,6.4534,2.0,2.5,1.57,1.1,8.41,-5.62,768.277,6744344037.945843,True
Fe 1,6833.637513789065,6833.6375,6833.48,6833.79,0.849294900894165,0.8049999999999999,0.9892404,0.9877909,0.15070509910583496,0.195,-1.173,4.988,2.0,6.8024,3.0,1.5,1.51,1.51,8.67,-5.01,-7.31,1483504297.8381124,True
Fe 1,6838.891748481295,6838.8918,6838.75,6839.03,0.876360297203064,0.836,0.98897976,0.987747,0.12363970279693604,0.164,-1.687,4.5931,4.0,6.406,4.0,1.25,1.07,1.16,7.85,-6.12,273.258,1021377997.1953515,True
Fe 1,6840.7144241541,6840.7145,6840.56,6840.87,0.8519824743270874,0.8140000000000001,0.98940426,0.9895731,0.1480175256729126,0.186,-0.361,5.8405,4.0,7.6529,3.0,0.88,0.76,1.07,7.96,-4.91,-7.51,1454737464.5755053,True
Fe 1,6841.71712453059,6841.717,6841.56,6841.88,0.8115811347961426,0.744,0.98836493,0.98953193,0.18841886520385742,0.256,-3.45,2.5592,4.0,4.3714,4.0,1.24,1.1,1.17,8.05,-6.06,330.248,2446231708.856104,True
Mg 1,6842.983984190795,6842.9718,6842.57,6843.03,0.9103985726833344,0.834,0.98979366,0.9138134,0.08960142731666565,0.166,-1.61,5.7532,2.0,7.5651,3.0,99.0,99.0,99.0,0.0,0.0,0.0,115091872.73499082,True
Fe 1,6843.224859244138,6843.226,6843.04,6843.53,0.6327700614929199,0.583,0.9141024,0.9897743,0.3672299385070801,0.417,-0.75,4.607,2.0,6.4187,3.0,1.84,1.49,1.15,8.42,-5.33,759.267,8115201430.911851,True
Ni 1,6843.927372772643,6843.9275,6843.77,6844.08,0.8712440729141235,0.8280000000000001,0.9888291,0.9892514,0.12875592708587646,0.172,-1.647,3.6576,1.0,5.4692,1.0,99.0,99.0,99.0,0.0,0.0,0.0,1062121935.4903688,True
Fe 1,6844.5735730713,6844.5736,6844.4,6844.75,0.7984292507171631,0.743,0.9877712,0.9886698,0.20157074928283691,0.257,-1.32,4.6382,1.0,6.4496,1.0,2.5,2.43,2.47,8.36,-4.66,896.279,2665951640.3947816,True
Fe 1,6845.543515570325,6845.5435,6845.33,6845.75,0.668327808380127,0.609,0.989575,0.9882372,0.33167219161987305,0.391,-0.93,4.5485,4.0,6.3597,3.0,1.25,1.35,1.1,8.43,-5.29,736.216,7693099087.384695,True
Si 1,6850.469855288622,6850.4698,6850.3,6850.64,0.8843858242034912,0.871,0.98948985,0.98940533,0.11561417579650879,0.129,-1.528,5.8625,1.0,7.6723,1.0,1.0,1.11,1.05,7.56,-4.01,-7.04,762562599.1162307,True
Fe 1,6852.326032280645,6852.3259,6852.19,6852.46,0.916172206401825,0.888,0.9894655,0.98893636,0.08382779359817505,0.112,-1.053,5.4581,4.0,7.2675,3.0,1.44,1.51,1.34,8.08,-4.14,-7.38,437792361.6088463,True
Fe 1,6856.715145544404,6856.7143,6856.59,6856.85,0.91773521900177,0.892,0.98691356,0.979537,0.08226478099822998,0.108,-1.926,4.5931,4.0,6.4013,5.0,1.25,1.06,0.68,7.8,-6.09,265.25,379423225.46652246,True
Fe 1,6857.0522565154015,6857.0523,6856.86,6857.26,0.6322307586669922,0.571,0.97892755,0.9885181,0.3677692413330078,0.429,-0.742,4.5585,3.0,6.3666,4.0,1.66,1.49,1.23,8.43,-5.0,-7.53,9783712200.02169,True
Fe 1,6857.603215172112,6857.6034,6857.46,6857.74,0.9059171676635742,0.873,0.9890695,0.98809415,0.09408283233642578,0.127,-1.82,4.607,2.0,6.4149,2.0,1.84,1.12,1.48,8.5,-5.45,757.267,548932189.5655018,True
Fe 1,6859.14101683353,6859.141,6859.0,6859.28,0.8663822412490845,0.8200000000000001,0.98789436,0.9869986,0.13361775875091553,0.18,-2.15,4.0758,4.0,5.8834,4.0,1.26,1.03,1.14,7.25,-6.03,-7.82,1207293803.0035944,True
Fe 1,6860.0402489995295,6860.0402,6859.84,6860.24,0.6838886737823486,0.625,0.98839307,0.9883451,0.31611132621765137,0.375,-0.93,4.6076,3.0,6.4149,2.0,1.09,1.12,1.05,8.43,-5.45,765.211,6983468753.112016,True
Fe 1,6863.830273756416,6863.8302,6863.69,6863.97,0.885705828666687,0.84,0.98923534,0.9887661,0.11429417133331299,0.16,-3.89,2.4242,1.0,4.2305,0.0,1.5,0.0,1.5,8.31,-6.16,315.246,868380419.9151257,True
Fe 1,6864.373580011749,6864.3736,6864.22,6864.53,0.8440800905227661,0.795,0.98715085,0.988205,0.1559199094772339,0.205,-1.57,4.5585,3.0,6.3647,4.0,1.66,1.34,0.85,8.59,-4.84,804.269,1594234846.1280842,True
Co 1,6874.2719297784015,6874.272,6874.13,6874.41,0.8761144876480103,0.834,0.9894252,0.9880921,0.12388551235198975,0.166,-1.85,2.008,0.5,3.8116,0.5,2.68,-0.01,1.34,7.52,-6.21,243.246,1041999629.5679865,True
Fe 1,6882.525634969625,6882.5256,6882.4,6882.66,0.9241944551467896,0.894,0.9871279,0.9897835,0.07580554485321045,0.106,-2.37,4.1544,3.0,5.9558,2.0,1.49,0.99,1.99,8.42,-5.31,909.243,352970517.62905914,True
Cr 1,6883.602959115818,6883.603,6883.44,6883.77,0.8471606969833374,0.796,0.9880793,0.9888439,0.1528393030166626,0.204,-0.532,3.4379,2.0,5.2391,3.0,2.34,1.75,1.16,8.42,-3.38,-7.52,1481475188.8709297,True
Cr 1,6884.4057784538545,6884.4057,6884.23,6884.58,0.8040001392364502,0.748,0.98891646,0.98791826,0.1959998607635498,0.252,-0.375,3.4379,2.0,5.2389,2.0,2.34,2.0,2.17,8.42,-3.95,845.282,2519500826.670196,True
Cr 1,6884.951261308645,6884.9513,6884.77,6885.12,0.8168437480926514,0.762,0.9899908,0.98777986,0.18315625190734863,0.238,-0.42,3.4379,2.0,5.2387,1.0,2.34,3.0,2.01,8.42,-3.82,845.282,2176967697.8523564,True
Fe 1,6887.654189817881,6887.6543,6887.49,6887.82,0.819439172744751,0.767,0.988672,0.98902947,0.18056082725524902,0.233,-1.38,4.652,2.0,6.4521,1.0,0.69,0.8,0.63,8.43,-5.44,785.211,2183794025.6465316,True
Fe 1,6891.775525047596,6891.7755,6891.63,6891.92,0.8853378295898438,0.849,0.9887072,0.9883676,0.11466217041015625,0.151,-1.366,4.9556,3.0,6.7546,4.0,1.5,1.51,1.51,8.67,-5.16,-7.31,848490502.6198691,True
Mg 1,6896.819948779163,6896.8203,6896.48,6897.16,0.9131900668144226,0.842,0.9899121,0.98992795,0.08680993318557739,0.158,-1.64,5.7532,2.0,7.5509,3.0,99.0,99.0,99.0,0.0,0.0,0.0,244837938.05585733,True
Fe 1,6900.192616800186,6900.1926,6900.06,6900.33,0.9125454425811768,0.878,0.98723185,0.98877215,0.08745455741882324,0.122,-2.23,4.2204,4.0,6.0172,3.0,1.34,1.11,1.7,8.3,-5.29,964.25,474816576.13906294,True
Fe 1,6904.764525203907,6904.7646,6904.62,6904.91,0.8728855848312378,0.84,0.9879723,0.9881131,0.1271144151687622,0.16,-0.413,5.8834,4.0,7.679,4.0,1.03,1.01,1.02,7.88,-5.13,-7.54,1071192669.3068436,True
Al 1,6908.192615910041,6908.1924,6907.97,6908.47,0.9279817640781403,0.885,0.98957855,0.98982763,0.07201823592185974,0.115,-1.132,4.0216,2.5,5.8164,3.5,99.0,99.0,99.0,0.0,0.0,0.0,204876611.94698626,True
Si 1,6909.583495204432,6909.5842,6908.75,6910.36,0.8222644925117493,0.728,0.98997253,0.9899116,0.17773550748825073,0.272,-0.589,6.2227,2.0,8.0171,3.0,1.0,1.15,1.31,7.96,-2.06,-6.66,879427275.2359731,True
Fe 1,6913.417981273963,6913.4181,6913.29,6913.55,0.9144150018692017,0.879,0.987073,0.98880124,0.08558499813079834,0.121,-4.04,2.4242,1.0,4.2176,1.0,1.5,1.49,1.5,8.3,-6.16,314.246,468307283.827706,True
Ni 1,6916.469042004978,6916.4811,6916.27,6916.67,0.5736029148101807,0.536,0.9876743,0.9889315,0.42639708518981934,0.464,-2.437,1.9508,1.0,3.7434,0.0,0.0,1.5,0.0,8.12,-6.14,-7.81,14062449901.578636,True
Fe 1,6918.587682457137,6918.5877,6918.39,6918.79,0.7012126445770264,0.639,0.98798513,0.9892991,0.29878735542297363,0.361,-1.45,4.1544,3.0,5.9464,4.0,1.49,1.29,0.98,8.41,-5.38,901.243,6229103656.271639,True
Cr 1,6926.089238423755,6926.0892,6925.89,6926.29,0.727651834487915,0.6679999999999999,0.9898633,0.98981255,0.27234816551208496,0.332,-0.094,3.4493,3.0,5.2394,4.0,1.93,1.65,1.23,8.42,-3.65,-7.52,5109476490.644429,True
Cr 1,6927.181441422199,6927.1815,6926.99,6927.37,0.7969180345535278,0.739,0.9887485,0.98833764,0.20308196544647217,0.261,-0.33,3.4493,3.0,5.2391,3.0,1.93,1.75,1.84,8.42,-3.38,845.282,2624900828.813892,True
Cr 1,6927.994662450205,6927.9947,6927.84,6928.15,0.868998646736145,0.8260000000000001,0.98943657,0.98990864,0.13100135326385498,0.174,-0.622,3.4493,3.0,5.2389,2.0,1.93,2.0,1.86,8.42,-3.95,-7.53,1127648476.4402928,True
Fe 1,6934.932080821275,6934.932,6934.8,6935.06,0.9254637956619263,0.896,0.9890684,0.9875803,0.07453620433807373,0.104,-2.34,4.1909,2.0,5.9787,1.0,1.5,0.01,2.24,8.41,-5.17,930.246,341966908.7148335,True
Fe 1,6935.538580016617,6935.5294,6935.37,6935.71,0.7730209827423096,0.746,0.9895488,0.98966837,0.22697901725769043,0.254,-3.58,2.4327,5.0,4.2204,4.0,1.04,1.34,0.43,8.16,-6.11,-7.79,3651473124.0474215,True
Fe 1,6947.119610103784,6947.1196,6946.9,6947.34,0.5449669361114502,0.45899999999999996,0.98829246,0.98870224,0.4550330638885498,0.541,-2.482,2.4242,1.0,4.2089,2.0,1.5,1.49,1.49,6.88,-6.13,331.243,16196160439.731699,True
Fe 1,6949.404008642849,6949.4041,6949.26,6949.55,0.8593223094940186,0.8140000000000001,0.98736507,0.9880549,0.14067769050598145,0.186,-1.611,4.5844,3.0,6.3685,3.0,1.08,1.1,1.09,7.71,-5.52,-7.66,1358207563.9073286,True
Fe 1,6953.1628901929535,6953.1629,6952.97,6953.36,0.6743242740631104,0.612,0.98839074,0.9894838,0.32567572593688965,0.388,-0.908,4.5585,3.0,6.3417,2.0,1.66,1.95,1.37,8.5,-5.2,-7.54,7790146581.044166,True
Ni 1,6956.946799760993,6956.9467,6956.8,6957.09,0.8589948415756226,0.8109999999999999,0.988054,0.98671985,0.14100515842437744,0.189,-1.528,3.7057,2.0,5.4879,2.0,1.04,1.09,1.07,8.1,-5.33,-7.56,1360376476.3381088,True
Fe 1,6964.936490434287,6964.9365,6964.76,6965.12,0.6922109127044678,0.62,0.9872034,0.9895326,0.3077890872955322,0.38,-1.341,4.1864,2.0,5.9665,3.0,0.68,1.24,1.8,8.07,-6.03,-7.77,7130284750.247604,True
Mg 1,6967.330306235544,6967.3303,6966.96,6967.7,0.8746969699859619,0.81,0.98960274,0.9896146,0.12530303001403809,0.19,-1.51,5.7532,2.0,7.5328,3.0,99.0,99.0,99.0,0.0,0.0,0.0,583400066.8958175,True
Fe 1,6972.395515599564,6972.3955,6972.25,6972.54,0.8555344343185425,0.8029999999999999,0.9875245,0.9872084,0.14446556568145752,0.197,-3.152,3.0173,2.0,4.7955,2.0,1.48,1.15,1.32,8.2,-5.89,-7.73,1442375504.6969397,True
Fe 1,6973.854638203873,6973.8547,6973.72,6973.99,0.8960669040679932,0.855,0.9874013,0.9876637,0.10393309593200684,0.145,-3.34,3.0176,3.0,4.7955,2.0,0.76,1.15,0.37,8.2,-5.89,381.239,718916719.1345974,True
Fe 1,6977.349877137468,6977.3499,6977.19,6977.52,0.8174800872802734,0.774,0.98689896,0.98997927,0.18251991271972656,0.226,-0.215,5.8283,5.0,7.6052,4.0,1.06,1.04,1.1,7.98,-4.61,-7.49,2282973986.6663604,True
Si 1,6978.437158337307,6978.4372,6978.23,6978.67,0.8241029977798462,0.81,0.98862654,0.9893023,0.1758970022201538,0.19,-1.17,5.9537,1.0,7.7304,2.0,0.51,0.86,1.03,7.52,-3.65,-7.02,1770405370.0451353,True
Fe 1,6978.846163817803,6978.8463,6978.68,6978.98,0.9063408374786377,0.875,0.9890926,0.98696333,0.0936591625213623,0.125,-1.85,4.5844,3.0,6.361,4.0,1.08,1.12,1.18,7.68,-5.99,268.253,545299108.2282577,True
Fe 1,6979.352731902573,6979.3528,6979.2,6979.5,0.8502652645111084,0.804,0.9889894,0.9869988,0.1497347354888916,0.196,-1.564,4.5931,4.0,6.3696,5.0,1.25,1.14,0.92,7.72,-6.15,-7.81,1548797835.0472915,True
Cr 1,6980.321847791222,6980.3218,6980.08,6980.54,0.6638641357421875,0.612,0.98935395,0.978855,0.3361358642578125,0.388,0.142,3.4635,4.0,5.2397,5.0,1.76,1.55,1.13,8.42,-3.79,845.282,7648591078.28631,True
Fe 1,6980.774884852681,6980.775,6980.55,6981.0,0.5609548091888428,0.476,0.97919023,0.9894633,0.4390451908111572,0.524,-2.5,2.4844,0.0,4.2605,1.0,0.0,1.5,1.5,6.74,-6.13,337.241,14910378255.5473,True
Cr 1,6981.719185363733,6981.7192,6981.54,6981.9,0.8227623701095581,0.769,0.9888946,0.9897933,0.1772376298904419,0.231,-0.41,3.4635,4.0,5.2394,4.0,1.76,1.65,1.71,8.42,-3.65,845.282,2038580914.4276109,True
Fe 1,6988.443455628264,6988.4435,6988.29,6988.6,0.8924893140792847,0.858,0.9881641,0.98900527,0.10751068592071533,0.142,-0.553,5.8135,4.0,7.5876,5.0,1.34,1.29,1.17,8.03,-3.84,-7.13,710228448.7358787,True
Fe 1,6990.45082284167,6990.4508,6990.3,6990.6,0.8280737400054932,0.764,0.98724455,0.986568,0.17192625999450684,0.236,-3.66,2.4041,6.0,4.1777,5.0,1.16,1.42,0.53,8.16,-6.11,311.245,2087278553.8680089,True
Si 1,6994.806633391115,6994.8066,6994.6,6995.01,0.883551836013794,0.858,0.98924917,0.9887669,0.11644816398620605,0.142,-1.451,5.8708,2.0,7.6434,2.0,1.0,1.1,1.05,7.93,-2.98,-7.12,696135789.7948097,True
Fe 1,6996.914450916949,6996.9145,6996.72,6997.1,0.7485647201538086,0.6970000000000001,0.98985094,0.98767686,0.2514352798461914,0.303,-0.702,5.0638,3.0,6.8358,2.0,1.25,1.51,1.0,8.8,-4.96,-7.31,4379636321.771764,True
Fe 1,6999.087973497576,6999.0879,6998.92,6999.26,0.8136117458343506,0.767,0.98797214,0.9891054,0.18638825416564941,0.233,-0.924,5.0856,2.0,6.857,1.0,1.0,1.51,0.74,8.79,-4.94,-7.31,2353614221.949512,True
Ti 2,7000.860168961432,7000.8602,7000.71,7001.01,0.871362566947937,0.8220000000000001,0.9896722,0.9894736,0.128637433052063,0.178,-1.28,3.1235,2.5,4.8945,2.5,1.2,1.09,1.15,8.26,-6.33,-7.85,1129480742.7019725,True
Fe 1,7001.813566741896,7001.8136,7001.62,7002.01,0.7203559875488281,0.657,0.98855734,0.9891513,0.2796440124511719,0.343,-1.56,4.1034,4.0,5.8741,4.0,1.5,1.33,1.41,8.41,-5.27,845.244,5517512819.265045,True
Fe 1,7002.545084742522,7002.5451,7002.42,7002.67,0.9229643940925598,0.895,0.98751575,0.9877193,0.07703560590744019,0.105,-2.386,4.1426,3.0,5.9132,3.0,1.07,0.93,1.0,7.49,-6.01,-7.82,383657886.23802453,True
Si 1,7005.500591014728,7005.5006,7005.26,7005.74,0.7472743988037109,0.741,0.9896337,0.9897169,0.25272560119628906,0.259,-0.89,5.9639,2.0,7.7337,3.0,1.17,1.08,1.0,7.67,-4.28,-7.01,3862760032.8280134,True
Fe 1,7007.51352444761,7007.5125,7007.28,7007.65,0.6924946308135986,0.645,0.98954064,0.89464134,0.30750536918640137,0.355,-0.533,5.0331,4.0,6.8024,3.0,1.33,1.51,1.06,8.79,-5.01,-7.31,5441861625.736198,True
Si 1,7007.81176622816,7007.8122,7007.66,7008.14,0.6946778297424316,0.696,0.8951267,0.9899695,0.30532217025756836,0.304,-0.69,5.984,3.0,7.7532,4.0,1.33,1.25,1.13,7.4,-3.65,-7.01,4633942932.02083,True
Fe 1,7009.898009562231,7009.8979,7009.74,7010.05,0.872314453125,0.827,0.9898147,0.98803407,0.127685546875,0.173,-2.06,4.1777,5.0,5.9464,4.0,1.42,1.29,1.67,8.3,-5.38,903.244,1069268569.522783,True
Fe 1,7012.6615213184705,7012.6616,7012.51,7012.81,0.8864575624465942,0.852,0.9893836,0.9884966,0.11354243755340576,0.148,-1.225,5.0995,1.0,6.8675,0.0,-0.01,0.0,-0.01,8.8,-4.94,-7.31,839529571.0223765,True
Fe 1,7013.276856479161,7013.2768,7013.11,7013.44,0.7909505367279053,0.732,0.9899609,0.9889444,0.20904946327209473,0.268,-1.316,4.5931,4.0,6.361,4.0,1.25,1.12,1.19,7.68,-6.11,-7.8,3170956712.098941,True
Fe 1,7017.990427156108,7017.9901,7017.81,7018.14,0.7081253528594971,0.623,0.98816466,0.95179504,0.29187464714050293,0.377,-3.21,2.4242,1.0,4.1909,2.0,1.5,1.5,1.49,8.29,-6.16,313.246,5997407090.493659,True
Fe 1,7018.32556715563,7018.325,7018.15,7018.47,0.6531713008880615,0.596,0.9531515,0.8741372,0.3468286991119385,0.404,-1.26,4.1544,3.0,5.9209,3.0,1.49,1.24,1.36,8.42,-5.37,881.243,6760288608.425613,True
Co 1,7018.570441872522,7018.5358,7018.48,7018.81,0.8412665128707886,0.841,0.87316406,0.9886975,0.15873348712921143,0.159,-1.87,2.008,0.5,3.7745,1.5,2.68,1.19,0.82,7.53,-6.21,242.246,752211897.4968401,True
Si 1,7019.223812900313,7019.2231,7019.04,7019.38,0.8771406412124634,0.869,0.9898449,0.97008216,0.12285935878753662,0.131,-1.499,5.8708,2.0,7.6372,2.0,1.0,0.92,0.96,7.93,-4.52,-7.13,794779737.4010615,True
Si 1,7019.588104495113,7019.5882,7019.39,7019.83,0.7627060413360596,0.754,0.9701886,0.989229,0.23729395866394043,0.246,-1.032,5.8708,2.0,7.6371,3.0,1.0,1.23,1.46,7.93,-3.57,-7.13,3245018041.329746,True
Fe 1,7024.888740920836,7024.8887,7024.66,7025.11,0.6607723236083984,0.603,0.98954105,0.9884393,0.33922767639160156,0.397,-1.25,4.1909,2.0,5.9558,2.0,1.5,0.99,1.24,8.41,-5.31,912.245,8138283938.732422,True
Fe 1,7025.443650531827,7025.4439,7025.3,7025.58,0.9178871512413025,0.895,0.98942304,0.98873943,0.08211284875869751,0.105,-0.702,5.8405,4.0,7.6052,4.0,0.88,1.04,0.96,7.97,-4.61,-7.49,423308157.84955263,True
